order_id,customer_id,product_id,product_category,product_price,order_value,quantity,discount_amount,discount_percentage,shipping_mode,expected_delivery_days,actual_delivery_days,delivery_delay,customer_region,warehouse_region,distance_km,is_remote_area,is_returned,return_reason
245,22,P15,Beauty,822,1644,2,657.6,40,Express,4,3,-1,East,West,1054,0,1,QUALITY_DEFECT
246,22,P36,Home,3275,6550,2,655.0,10,Express,2,5,3,East,South,1510,1,1,DELIVERY_DELAY
247,22,P6,Clothing,2395,2395,1,718.5,30,Standard,5,6,1,East,North,237,0,0,NO_RETURN
248,22,P20,Clothing,3843,7686,2,1537.2,20,Standard,3,2,-1,South,West,969,0,0,NO_RETURN
249,22,P36,Sports,4397,8794,2,0.0,0,Standard,2,3,1,North,East,1818,1,0,NO_RETURN
250,22,P1,Beauty,2590,5180,2,1554.0,30,Standard,6,6,0,South,West,397,0,0,NO_RETURN
251,23,P18,Home,4239,4239,1,0.0,0,Standard,5,6,1,West,East,1041,0,1,QUALITY_DEFECT
252,23,P17,Home,2220,6660,3,1998.0,30,Standard,5,4,-1,South,East,63,0,1,NOT_AS_DESCRIBED
253,23,P54,Home,5280,10560,2,2112.0,20,Express,4,6,2,South,East,706,0,1,DELIVERY_DELAY
254,23,P45,Sports,1845,3690,2,738.0,20,Standard,5,6,1,East,West,1229,1,1,QUALITY_DEFECT
255,23,P25,Home,2496,4992,2,998.4000000000001,20,Standard,6,6,0,South,North,1539,1,0,NO_RETURN
256,23,P46,Beauty,1917,3834,2,766.8000000000001,20,Standard,5,9,4,West,South,1347,1,0,NO_RETURN
257,23,P16,Home,2269,6807,3,680.7,10,Express,5,4,-1,West,West,1242,1,0,NO_RETURN
258,23,P35,Beauty,4350,13050,3,3915.0,30,Standard,4,8,4,North,North,1624,1,1,DELIVERY_DELAY
259,23,P43,Electronics,5645,11290,2,1129.0,10,Standard,6,10,4,West,East,1680,1,0,NO_RETURN
260,23,P7,Beauty,286,286,1,57.2,20,Standard,6,10,4,South,West,816,0,0,NO_RETURN
261,23,P30,Beauty,5766,17298,3,6919.200000000001,40,Standard,4,3,-1,West,North,655,0,0,NO_RETURN
262,23,P59,Beauty,903,903,1,90.30000000000001,10,Express,4,5,1,West,South,1117,0,0,NO_RETURN
263,24,P7,Beauty,3789,11367,3,3410.1,30,Express,2,3,1,North,North,96,0,0,NO_RETURN
264,24,P42,Home,1095,3285,3,328.5,10,Standard,6,6,0,South,East,1196,0,0,NO_RETURN
265,24,P30,Beauty,2099,4198,2,419.8,10,Standard,5,7,2,North,South,970,0,0,NO_RETURN
266,24,P28,Sports,3385,3385,1,338.5,10,Standard,4,8,4,North,North,1687,1,0,NO_RETURN
267,24,P12,Sports,3196,6392,2,639.2,10,Express,2,3,1,West,East,1272,1,0,NO_RETURN
268,24,P40,Beauty,3415,10245,3,0.0,0,Express,4,6,2,South,East,1931,1,0,NO_RETURN
269,24,P38,Sports,894,2682,3,268.2,10,Express,2,2,0,East,North,424,0,0,NO_RETURN
270,24,P45,Home,1358,4074,3,1222.2,30,Express,6,6,0,West,West,430,0,1,NOT_AS_DESCRIBED
271,24,P45,Sports,5485,5485,1,2194.0,40,Standard,5,6,1,South,South,694,0,1,NOT_AS_DESCRIBED
272,24,P4,Sports,3141,3141,1,942.3,30,Standard,3,5,2,West,West,1452,1,0,NO_RETURN
273,24,P27,Beauty,3836,7672,2,767.2,10,Standard,6,5,-1,South,East,116,0,0,NO_RETURN
274,24,P15,Home,4604,9208,2,920.8000000000001,10,Express,6,10,4,West,North,1222,1,1,DELIVERY_DELAY
275,24,P18,Clothing,4649,9298,2,3719.2000000000003,40,Standard,5,8,3,South,West,259,0,1,DELIVERY_DELAY
276,25,P29,Clothing,2352,4704,2,0.0,0,Express,2,2,0,South,East,1813,1,1,NO_LONGER_NEEDED
277,25,P40,Electronics,1340,1340,1,134.0,10,Standard,6,7,1,East,South,712,0,0,NO_RETURN
278,25,P19,Home,4891,9782,2,3912.8,40,Standard,3,5,2,North,East,1825,1,1,DELIVERY_DELAY
279,25,P45,Electronics,1287,1287,1,128.70000000000002,10,Express,3,7,4,West,West,341,0,1,DELIVERY_DELAY
280,25,P41,Sports,2401,7203,3,2160.9,30,Express,5,4,-1,North,West,1105,0,1,NOT_AS_DESCRIBED
281,25,P30,Home,4198,8396,2,3358.4,40,Standard,2,6,4,West,East,1791,1,1,DELIVERY_DELAY
282,25,P51,Clothing,4578,9156,2,915.6,10,Express,3,5,2,East,East,1746,1,1,DELIVERY_DELAY
283,25,P22,Home,4683,14049,3,1404.9,10,Express,4,8,4,North,North,253,0,0,NO_RETURN
284,25,P2,Beauty,1217,1217,1,365.09999999999997,30,Express,2,4,2,South,South,1856,1,1,DELIVERY_DELAY
285,25,P11,Home,2444,2444,1,488.8,20,Express,2,3,1,South,North,861,0,1,NOT_AS_DESCRIBED
286,25,P28,Electronics,5569,5569,1,0.0,0,Standard,3,5,2,North,South,1265,1,0,NO_RETURN
287,25,P34,Electronics,5770,11540,2,0.0,0,Standard,4,3,-1,West,South,1028,0,1,QUALITY_DEFECT
288,26,P47,Clothing,1039,1039,1,207.8,20,Express,4,4,0,West,South,1363,1,0,NO_RETURN
289,26,P5,Electronics,4545,13635,3,0.0,0,Standard,5,6,1,South,South,1933,1,0,NO_RETURN
290,26,P40,Beauty,5824,11648,2,1164.8,10,Standard,2,2,0,North,West,769,0,0,NO_RETURN
291,26,P21,Beauty,1345,1345,1,269.0,20,Standard,3,6,3,East,North,1786,1,0,NO_RETURN
292,26,P14,Home,4441,13323,3,5329.200000000001,40,Standard,5,6,1,North,South,1063,0,1,NOT_AS_DESCRIBED
293,26,P16,Clothing,4292,12876,3,5150.400000000001,40,Standard,6,5,-1,East,East,320,0,0,NO_RETURN
294,26,P56,Beauty,4856,9712,2,1942.4,20,Standard,5,4,-1,North,North,78,0,0,NO_RETURN
295,26,P14,Home,526,526,1,157.79999999999998,30,Express,6,8,2,West,West,218,0,1,DELIVERY_DELAY
296,26,P35,Sports,5246,5246,1,1049.2,20,Standard,4,3,-1,South,South,1148,0,0,NO_RETURN
297,26,P26,Home,5004,15012,3,0.0,0,Express,5,9,4,South,North,550,0,1,DELIVERY_DELAY
298,26,P60,Clothing,3759,3759,1,1127.7,30,Standard,4,8,4,South,North,75,0,1,DELIVERY_DELAY
299,26,P45,Electronics,292,292,1,87.6,30,Express,6,9,3,East,South,811,0,0,NO_RETURN
300,26,P48,Electronics,2401,7203,3,0.0,0,Standard,4,6,2,East,North,588,0,1,DELIVERY_DELAY
301,26,P41,Sports,831,1662,2,498.59999999999997,30,Express,2,4,2,South,East,372,0,1,DELIVERY_DELAY
302,27,P44,Sports,1144,1144,1,457.6,40,Standard,2,1,-1,South,North,1016,0,0,NO_RETURN
303,27,P25,Home,1429,1429,1,0.0,0,Express,3,4,1,South,West,1925,1,1,NOT_AS_DESCRIBED
304,27,P53,Home,838,2514,3,502.8,20,Standard,6,10,4,North,South,507,0,1,DELIVERY_DELAY
305,27,P3,Sports,3484,3484,1,1045.2,30,Express,4,5,1,North,West,66,0,1,NOT_AS_DESCRIBED
306,27,P19,Electronics,4818,9636,2,3854.4,40,Standard,5,6,1,West,South,1550,1,0,NO_RETURN
307,27,P49,Sports,2208,2208,1,0.0,0,Express,2,2,0,East,North,1997,1,0,NO_RETURN
308,27,P1,Home,5584,11168,2,2233.6,20,Standard,3,6,3,South,West,1057,0,1,DELIVERY_DELAY
309,27,P10,Clothing,2492,2492,1,0.0,0,Standard,6,8,2,East,West,1581,1,0,NO_RETURN
310,27,P38,Clothing,982,2946,3,294.6,10,Express,2,5,3,North,West,1406,1,1,DELIVERY_DELAY
311,28,P17,Home,2780,5560,2,1112.0,20,Express,5,6,1,South,North,1982,1,1,QUALITY_DEFECT
312,28,P50,Electronics,4989,4989,1,498.90000000000003,10,Standard,3,5,2,West,East,882,0,1,DELIVERY_DELAY
313,28,P35,Clothing,3135,3135,1,940.5,30,Express,5,6,1,North,North,372,0,0,NO_RETURN
314,28,P53,Home,5972,17916,3,7166.400000000001,40,Standard,3,4,1,South,North,1506,1,1,QUALITY_DEFECT
315,28,P26,Home,4406,4406,1,881.2,20,Express,3,2,-1,West,West,1188,0,0,NO_RETURN
316,28,P16,Sports,975,1950,2,0.0,0,Standard,2,1,-1,North,South,317,0,1,QUALITY_DEFECT
317,28,P24,Beauty,5822,17466,3,0.0,0,Express,2,1,-1,North,South,1898,1,0,NO_RETURN
318,28,P52,Beauty,1255,1255,1,251.0,20,Standard,2,4,2,North,South,1942,1,1,DELIVERY_DELAY
319,28,P28,Sports,3435,6870,2,0.0,0,Express,5,5,0,East,South,1910,1,0,NO_RETURN
320,28,P18,Electronics,2492,4984,2,498.40000000000003,10,Standard,6,9,3,South,East,1071,0,0,NO_RETURN
321,28,P57,Beauty,4711,9422,2,0.0,0,Standard,4,6,2,South,West,458,0,1,DELIVERY_DELAY
322,29,P51,Sports,359,718,2,143.6,20,Express,6,8,2,East,East,845,0,0,NO_RETURN
323,29,P12,Home,413,826,2,330.40000000000003,40,Standard,2,3,1,North,West,1134,0,1,NOT_AS_DESCRIBED
324,29,P15,Sports,1507,1507,1,150.70000000000002,10,Standard,4,7,3,North,South,1229,1,0,NO_RETURN
325,29,P23,Beauty,1623,1623,1,162.3,10,Express,4,7,3,North,East,1990,1,0,NO_RETURN
326,29,P37,Sports,1364,4092,3,409.20000000000005,10,Express,6,7,1,South,West,127,0,0,NO_RETURN
327,29,P4,Clothing,2105,6315,3,631.5,10,Standard,6,8,2,North,East,1929,1,1,DELIVERY_DELAY
328,29,P13,Sports,1268,2536,2,253.60000000000002,10,Express,2,1,-1,South,South,1635,1,0,NO_RETURN
329,29,P55,Clothing,4511,9022,2,0.0,0,Express,5,8,3,North,East,668,0,1,DELIVERY_DELAY
330,29,P9,Home,1490,4470,3,1341.0,30,Express,4,4,0,East,South,1413,1,1,QUALITY_DEFECT
331,29,P20,Beauty,5840,11680,2,1168.0,10,Standard,2,6,4,West,North,422,0,0,NO_RETURN
332,29,P21,Sports,5208,5208,1,2083.2000000000003,40,Standard,5,5,0,East,North,537,0,0,NO_RETURN
333,30,P41,Electronics,926,2778,3,555.6,20,Express,2,3,1,South,South,1469,1,0,NO_RETURN
334,30,P23,Clothing,2302,2302,1,0.0,0,Standard,5,7,2,West,South,1861,1,1,DELIVERY_DELAY
335,30,P32,Beauty,3302,6604,2,2641.6000000000004,40,Express,2,4,2,South,South,974,0,0,NO_RETURN
336,30,P52,Clothing,473,946,2,0.0,0,Express,4,3,-1,North,East,398,0,0,NO_RETURN
337,30,P11,Beauty,814,2442,3,0.0,0,Express,6,9,3,West,North,933,0,0,NO_RETURN
338,30,P39,Electronics,3756,3756,1,0.0,0,Standard,4,4,0,South,West,1477,1,0,NO_RETURN
339,30,P47,Sports,4624,9248,2,1849.6000000000001,20,Express,3,2,-1,North,West,1220,1,0,NO_RETURN
340,30,P54,Sports,4221,4221,1,0.0,0,Express,2,4,2,North,East,1737,1,0,NO_RETURN
341,30,P31,Sports,1835,1835,1,0.0,0,Standard,3,7,4,East,North,1019,0,0,NO_RETURN
342,30,P20,Clothing,3456,6912,2,2073.6,30,Express,2,6,4,West,South,809,0,1,DELIVERY_DELAY
343,30,P24,Beauty,1728,3456,2,0.0,0,Express,5,7,2,East,South,1764,1,0,NO_RETURN
344,30,P37,Home,704,704,1,0.0,0,Standard,4,7,3,West,South,1183,0,1,DELIVERY_DELAY
345,30,P54,Clothing,3371,10113,3,3033.9,30,Express,6,6,0,West,East,211,0,1,NO_LONGER_NEEDED
346,31,P49,Clothing,3878,3878,1,387.8,10,Standard,3,3,0,North,West,210,0,1,NO_LONGER_NEEDED
347,31,P53,Electronics,5338,5338,1,2135.2000000000003,40,Express,4,8,4,North,North,844,0,1,DELIVERY_DELAY
348,31,P26,Sports,4722,9444,2,1888.8000000000002,20,Express,2,6,4,West,North,898,0,0,NO_RETURN
349,31,P10,Electronics,4841,14523,3,5809.200000000001,40,Standard,2,5,3,North,East,1826,1,1,DELIVERY_DELAY
350,31,P57,Sports,3016,6032,2,1206.4,20,Express,5,8,3,West,North,402,0,1,DELIVERY_DELAY
351,31,P26,Home,1378,4134,3,1653.6000000000001,40,Express,2,4,2,East,South,150,0,1,DELIVERY_DELAY
352,31,P59,Beauty,2400,4800,2,0.0,0,Express,4,5,1,East,West,1807,1,1,QUALITY_DEFECT
353,31,P9,Electronics,2661,7983,3,2394.9,30,Express,4,8,4,West,North,434,0,0,NO_RETURN
354,31,P14,Beauty,3535,10605,3,3181.5,30,Express,2,5,3,South,North,687,0,1,DELIVERY_DELAY
355,31,P26,Sports,1311,3933,3,1573.2,40,Standard,3,3,0,South,North,560,0,0,NO_RETURN
356,32,P59,Clothing,3152,9456,3,945.6,10,Express,4,6,2,West,North,1445,1,0,NO_RETURN
357,32,P16,Clothing,3251,6502,2,2600.8,40,Express,3,5,2,East,East,384,0,0,NO_RETURN
358,32,P48,Home,5843,5843,1,1168.6000000000001,20,Standard,5,4,-1,South,South,1805,1,0,NO_RETURN
359,32,P42,Electronics,2044,6132,3,613.2,10,Express,5,8,3,North,North,1020,0,1,DELIVERY_DELAY
360,32,P42,Electronics,1618,4854,3,0.0,0,Standard,4,7,3,East,East,917,0,0,NO_RETURN
361,32,P55,Beauty,3056,6112,2,1222.4,20,Standard,5,6,1,West,North,65,0,1,NOT_AS_DESCRIBED
362,32,P42,Sports,5064,15192,3,3038.4,20,Express,2,4,2,North,East,616,0,0,NO_RETURN
363,32,P56,Home,2468,4936,2,987.2,20,Standard,3,6,3,South,North,1699,1,0,NO_RETURN
364,32,P26,Sports,5611,11222,2,1122.2,10,Standard,5,6,1,East,West,878,0,1,NOT_AS_DESCRIBED
365,32,P38,Clothing,6000,18000,3,1800.0,10,Express,3,7,4,West,East,1088,0,0,NO_RETURN
366,32,P55,Home,1592,4776,3,1910.4,40,Standard,4,3,-1,West,South,1567,1,1,NOT_AS_DESCRIBED
367,32,P49,Sports,1699,5097,3,1019.4000000000001,20,Standard,3,4,1,South,East,911,0,0,NO_RETURN
368,32,P24,Home,2334,7002,3,1400.4,20,Express,2,4,2,North,North,1017,0,1,DELIVERY_DELAY
369,32,P33,Electronics,1181,3543,3,1062.8999999999999,30,Express,5,4,-1,South,South,460,0,0,NO_RETURN
370,32,P27,Home,4864,9728,2,972.8000000000001,10,Express,3,2,-1,West,East,1342,1,1,QUALITY_DEFECT
371,33,P29,Clothing,2440,2440,1,244.0,10,Standard,5,4,-1,South,West,1347,1,1,NO_LONGER_NEEDED
372,33,P28,Beauty,4110,8220,2,0.0,0,Standard,6,6,0,East,North,1876,1,0,NO_RETURN
373,33,P49,Home,4550,4550,1,0.0,0,Standard,3,3,0,East,East,314,0,0,NO_RETURN
374,33,P25,Clothing,4323,12969,3,2593.8,20,Standard,2,1,-1,East,East,983,0,1,NO_LONGER_NEEDED
375,33,P57,Beauty,5826,5826,1,1165.2,20,Express,4,4,0,South,West,89,0,0,NO_RETURN
376,33,P15,Electronics,1274,1274,1,0.0,0,Standard,2,3,1,North,West,1845,1,0,NO_RETURN
377,33,P50,Home,4580,13740,3,0.0,0,Standard,2,6,4,North,North,1462,1,1,DELIVERY_DELAY
378,33,P27,Clothing,3839,7678,2,0.0,0,Express,5,9,4,South,South,1473,1,1,DELIVERY_DELAY
379,34,P43,Beauty,1027,3081,3,1232.4,40,Express,6,9,3,South,West,1751,1,1,DELIVERY_DELAY
380,34,P33,Clothing,5260,5260,1,1052.0,20,Standard,2,4,2,South,South,1643,1,1,DELIVERY_DELAY
381,34,P54,Home,4485,4485,1,897.0,20,Express,4,4,0,North,West,1914,1,0,NO_RETURN
382,34,P45,Electronics,4137,8274,2,827.4000000000001,10,Standard,2,6,4,North,North,1760,1,1,DELIVERY_DELAY
383,34,P43,Sports,4247,4247,1,0.0,0,Standard,2,3,1,South,West,656,0,0,NO_RETURN
384,34,P30,Home,610,610,1,61.0,10,Standard,4,5,1,East,West,1562,1,0,NO_RETURN
385,34,P7,Clothing,575,575,1,57.5,10,Standard,4,5,1,West,East,1849,1,0,NO_RETURN
386,34,P24,Clothing,3007,3007,1,0.0,0,Express,5,7,2,East,West,1462,1,0,NO_RETURN
387,34,P52,Beauty,3654,10962,3,1096.2,10,Standard,3,7,4,North,South,262,0,1,DELIVERY_DELAY
388,34,P59,Beauty,5039,10078,2,4031.2000000000003,40,Express,3,6,3,West,East,1302,1,0,NO_RETURN
389,34,P56,Clothing,5807,17421,3,1742.1000000000001,10,Express,5,4,-1,West,West,144,0,1,SIZE_FIT_ISSUE
390,34,P42,Home,2774,2774,1,1109.6000000000001,40,Standard,4,7,3,North,West,1405,1,1,DELIVERY_DELAY
391,35,P43,Home,5740,17220,3,5166.0,30,Standard,6,9,3,North,North,1367,1,1,DELIVERY_DELAY
392,35,P33,Electronics,4044,8088,2,808.8000000000001,10,Standard,5,6,1,South,East,619,0,0,NO_RETURN
393,35,P33,Clothing,2024,6072,3,1821.6,30,Express,3,2,-1,West,West,1690,1,1,NO_LONGER_NEEDED
394,35,P55,Clothing,4283,8566,2,1713.2,20,Standard,5,9,4,North,North,876,0,1,DELIVERY_DELAY
395,35,P3,Beauty,4764,14292,3,0.0,0,Standard,6,9,3,East,South,1390,1,1,DELIVERY_DELAY
396,35,P22,Beauty,3176,3176,1,317.6,10,Express,4,7,3,West,East,1516,1,1,DELIVERY_DELAY
397,35,P8,Beauty,998,2994,3,299.40000000000003,10,Standard,4,5,1,East,East,1487,1,0,NO_RETURN
398,35,P3,Clothing,1544,3088,2,308.8,10,Express,2,3,1,South,South,297,0,0,NO_RETURN
399,35,P14,Beauty,3944,3944,1,788.8000000000001,20,Standard,5,4,-1,North,West,986,0,1,QUALITY_DEFECT
400,35,P1,Beauty,4544,13632,3,0.0,0,Express,6,8,2,South,South,1546,1,1,DELIVERY_DELAY
401,35,P7,Electronics,3373,10119,3,4047.6000000000004,40,Express,6,8,2,West,South,610,0,0,NO_RETURN
402,35,P22,Beauty,2609,5218,2,521.8000000000001,10,Standard,5,8,3,East,East,1507,1,0,NO_RETURN
403,35,P41,Sports,1980,1980,1,198.0,10,Express,4,8,4,South,South,1081,0,0,NO_RETURN
404,35,P45,Sports,5417,10834,2,0.0,0,Express,6,8,2,West,East,1847,1,1,DELIVERY_DELAY
405,35,P52,Beauty,304,912,3,0.0,0,Standard,5,5,0,North,North,459,0,1,NOT_AS_DESCRIBED
406,36,P10,Home,708,2124,3,424.8,20,Standard,6,5,-1,East,West,259,0,0,NO_RETURN
407,36,P56,Sports,5733,17199,3,6879.6,40,Standard,6,8,2,South,East,1469,1,1,DELIVERY_DELAY
408,36,P60,Clothing,3325,6650,2,1995.0,30,Express,6,5,-1,North,East,465,0,1,NO_LONGER_NEEDED
409,36,P59,Electronics,5391,16173,3,3234.6000000000004,20,Standard,3,4,1,West,South,1448,1,1,QUALITY_DEFECT
410,36,P12,Electronics,4409,4409,1,1322.7,30,Standard,5,6,1,East,South,379,0,1,NOT_AS_DESCRIBED
411,36,P22,Clothing,4020,12060,3,1206.0,10,Standard,3,4,1,North,East,1054,0,1,NO_LONGER_NEEDED
412,36,P51,Clothing,5997,11994,2,4797.6,40,Standard,3,6,3,North,South,901,0,1,DELIVERY_DELAY
413,36,P35,Sports,3504,3504,1,700.8000000000001,20,Standard,3,7,4,East,East,788,0,0,NO_RETURN
414,36,P14,Home,5264,15792,3,4737.599999999999,30,Standard,2,6,4,East,West,542,0,1,DELIVERY_DELAY
415,36,P59,Sports,5288,5288,1,0.0,0,Express,5,4,-1,West,East,1156,0,1,NOT_AS_DESCRIBED
416,36,P59,Clothing,4434,8868,2,3547.2000000000003,40,Express,5,4,-1,East,South,706,0,1,SIZE_FIT_ISSUE
417,36,P11,Clothing,4607,13821,3,0.0,0,Standard,3,7,4,South,West,1761,1,1,DELIVERY_DELAY
418,37,P54,Sports,5956,17868,3,5360.4,30,Standard,3,2,-1,West,East,127,0,0,NO_RETURN
419,37,P5,Clothing,644,644,1,128.8,20,Standard,6,6,0,East,West,844,0,0,NO_RETURN
420,37,P41,Beauty,3513,7026,2,1405.2,20,Standard,5,9,4,North,North,1363,1,0,NO_RETURN
421,37,P5,Sports,4997,4997,1,0.0,0,Express,6,5,-1,East,East,1292,1,1,QUALITY_DEFECT
422,37,P49,Home,3785,7570,2,2271.0,30,Standard,5,5,0,South,South,1579,1,1,NOT_AS_DESCRIBED
423,37,P19,Sports,5394,5394,1,1078.8,20,Express,2,5,3,South,North,135,0,0,NO_RETURN
424,37,P37,Clothing,5087,10174,2,4069.6000000000004,40,Standard,4,4,0,East,South,895,0,1,SIZE_FIT_ISSUE
425,37,P12,Electronics,2008,6024,3,1204.8,20,Standard,2,2,0,North,West,1370,1,1,QUALITY_DEFECT
426,37,P43,Home,751,1502,2,0.0,0,Standard,6,8,2,East,East,312,0,0,NO_RETURN
427,37,P7,Electronics,2535,7605,3,0.0,0,Standard,4,6,2,West,East,1312,1,0,NO_RETURN
428,37,P45,Home,4985,4985,1,1994.0,40,Express,4,6,2,South,North,691,0,1,DELIVERY_DELAY
429,38,P18,Beauty,3144,3144,1,628.8000000000001,20,Express,5,7,2,East,East,1047,0,1,DELIVERY_DELAY
430,38,P7,Sports,1639,4917,3,1966.8000000000002,40,Standard,4,4,0,South,East,1552,1,1,QUALITY_DEFECT
431,38,P58,Clothing,352,1056,3,0.0,0,Express,6,6,0,North,East,1163,0,0,NO_RETURN
432,38,P31,Sports,5556,5556,1,1111.2,20,Express,3,6,3,East,South,1001,0,1,DELIVERY_DELAY
433,38,P33,Sports,941,1882,2,376.40000000000003,20,Standard,3,6,3,South,South,963,0,1,DELIVERY_DELAY
434,38,P12,Electronics,4839,14517,3,1451.7,10,Express,4,3,-1,South,West,524,0,0,NO_RETURN
435,38,P17,Clothing,3226,3226,1,0.0,0,Standard,6,7,1,West,West,1929,1,0,NO_RETURN
436,38,P57,Beauty,580,580,1,116.0,20,Standard,6,10,4,East,East,1235,1,0,NO_RETURN
437,38,P37,Sports,1624,3248,2,974.4,30,Express,6,10,4,North,East,820,0,1,DELIVERY_DELAY
438,38,P34,Electronics,3524,7048,2,1409.6000000000001,20,Express,5,8,3,North,South,950,0,1,DELIVERY_DELAY
439,38,P15,Electronics,831,2493,3,498.6,20,Standard,3,3,0,South,East,1282,1,0,NO_RETURN
440,39,P52,Beauty,2905,8715,3,0.0,0,Express,5,7,2,South,South,1375,1,0,NO_RETURN
441,39,P2,Beauty,2196,2196,1,219.60000000000002,10,Standard,3,7,4,North,South,164,0,0,NO_RETURN
442,39,P17,Electronics,1674,5022,3,1506.6,30,Standard,4,3,-1,South,West,1292,1,0,NO_RETURN
443,39,P56,Beauty,4145,4145,1,414.5,10,Express,6,6,0,South,East,393,0,1,NOT_AS_DESCRIBED
444,39,P39,Beauty,5038,5038,1,503.8,10,Express,5,5,0,North,North,464,0,0,NO_RETURN
445,39,P56,Sports,4331,12993,3,3897.8999999999996,30,Standard,6,5,-1,South,West,1896,1,0,NO_RETURN
446,39,P39,Sports,519,1557,3,622.8000000000001,40,Standard,2,4,2,South,North,1886,1,1,DELIVERY_DELAY
447,39,P34,Beauty,3646,7292,2,0.0,0,Express,3,5,2,West,East,1256,1,0,NO_RETURN
448,39,P7,Sports,3685,3685,1,737.0,20,Express,3,2,-1,East,West,577,0,0,NO_RETURN
449,39,P1,Electronics,258,774,3,309.6,40,Standard,6,5,-1,West,South,1458,1,1,NOT_AS_DESCRIBED
450,39,P24,Beauty,1073,1073,1,321.9,30,Express,4,7,3,West,East,1303,1,1,DELIVERY_DELAY
451,40,P27,Electronics,4722,14166,3,4249.8,30,Standard,4,7,3,West,East,678,0,1,DELIVERY_DELAY
452,40,P23,Sports,5979,11958,2,1195.8,10,Standard,3,5,2,South,North,489,0,0,NO_RETURN
453,40,P26,Sports,2972,8916,3,3566.4,40,Standard,3,5,2,North,North,1736,1,1,DELIVERY_DELAY
454,40,P31,Electronics,5117,10234,2,0.0,0,Standard,4,4,0,East,North,1297,1,1,QUALITY_DEFECT
455,40,P60,Beauty,3482,10446,3,4178.400000000001,40,Express,6,5,-1,South,West,949,0,0,NO_RETURN
456,40,P13,Clothing,5581,16743,3,3348.6000000000004,20,Standard,2,5,3,South,South,1430,1,0,NO_RETURN
457,40,P24,Clothing,2159,6477,3,0.0,0,Standard,2,3,1,West,East,1421,1,0,NO_RETURN
458,40,P26,Beauty,5001,5001,1,2000.4,40,Standard,2,1,-1,East,East,761,0,0,NO_RETURN
459,40,P15,Home,5167,5167,1,1550.1,30,Express,6,5,-1,East,South,883,0,0,NO_RETURN
460,40,P7,Sports,4776,4776,1,1910.4,40,Express,4,3,-1,East,East,1471,1,0,NO_RETURN
461,40,P25,Beauty,4813,9626,2,962.6,10,Express,5,9,4,West,North,1037,0,0,NO_RETURN
462,40,P17,Clothing,753,1506,2,150.6,10,Standard,4,6,2,East,North,1485,1,0,NO_RETURN
463,40,P16,Home,2553,2553,1,765.9,30,Express,2,5,3,South,West,692,0,0,NO_RETURN
464,40,P14,Home,4899,9798,2,979.8000000000001,10,Standard,5,9,4,South,South,1556,1,0,NO_RETURN
465,41,P15,Electronics,1861,1861,1,744.4000000000001,40,Express,3,2,-1,North,North,1434,1,1,NOT_AS_DESCRIBED
466,41,P1,Sports,4635,4635,1,1390.5,30,Express,6,7,1,West,East,1055,0,0,NO_RETURN
467,41,P49,Electronics,4387,8774,2,2632.2,30,Standard,6,6,0,North,West,1029,0,0,NO_RETURN
468,41,P3,Sports,4316,8632,2,2589.6,30,Standard,5,4,-1,West,East,1461,1,0,NO_RETURN
469,41,P1,Clothing,5722,5722,1,1716.6,30,Standard,4,5,1,East,South,1173,0,0,NO_RETURN
470,41,P16,Home,2406,4812,2,1924.8000000000002,40,Express,4,4,0,West,West,481,0,0,NO_RETURN
471,41,P45,Beauty,3249,6498,2,1949.3999999999999,30,Express,5,5,0,South,South,1717,1,0,NO_RETURN
472,41,P47,Clothing,2411,2411,1,964.4000000000001,40,Express,5,5,0,South,South,1018,0,0,NO_RETURN
473,41,P12,Clothing,3653,7306,2,730.6,10,Express,5,6,1,East,North,865,0,0,NO_RETURN
474,41,P45,Clothing,1538,1538,1,153.8,10,Express,5,9,4,North,West,1574,1,0,NO_RETURN
475,41,P17,Home,3157,6314,2,2525.6000000000004,40,Express,4,3,-1,West,North,769,0,0,NO_RETURN
476,41,P13,Sports,4925,14775,3,5910.0,40,Standard,4,5,1,East,West,1636,1,0,NO_RETURN
477,42,P40,Beauty,2547,5094,2,509.40000000000003,10,Standard,4,6,2,West,North,212,0,0,NO_RETURN
478,42,P22,Electronics,2069,4138,2,827.6,20,Express,4,7,3,West,East,1867,1,1,DELIVERY_DELAY
479,42,P50,Beauty,3175,9525,3,3810.0,40,Express,5,5,0,South,North,306,0,0,NO_RETURN
480,42,P43,Electronics,2261,6783,3,0.0,0,Standard,3,5,2,North,North,180,0,0,NO_RETURN
481,42,P36,Beauty,640,640,1,192.0,30,Standard,2,3,1,South,North,1391,1,1,NOT_AS_DESCRIBED
482,42,P15,Home,2226,6678,3,1335.6000000000001,20,Express,3,3,0,South,North,121,0,1,NOT_AS_DESCRIBED
483,42,P56,Home,4100,8200,2,3280.0,40,Express,6,8,2,South,South,1260,1,0,NO_RETURN
484,42,P30,Sports,5369,16107,3,6442.8,40,Express,6,10,4,East,East,1036,0,0,NO_RETURN
485,42,P15,Sports,933,1866,2,373.20000000000005,20,Express,5,6,1,South,East,71,0,0,NO_RETURN
486,43,P19,Home,4043,12129,3,0.0,0,Express,5,6,1,North,West,1684,1,0,NO_RETURN
487,43,P39,Home,2094,2094,1,837.6,40,Express,3,5,2,West,West,561,0,1,DELIVERY_DELAY
