order_id,is_returned,return_reason,return_days_after_delivery
O1025,0,NONE,0
O1026,1,SIZE_FIT_ISSUE,5
O1027,0,NONE,0
O1028,1,QUALITY_DEFECT,10
O1029,0,NONE,0
O1030,1,NO_LONGER_NEEDED,9
O1031,1,SIZE_FIT_ISSUE,8
O1032,0,NONE,0
O1033,0,NONE,0
O1034,1,WRONG_ITEM,6
O1035,1,QUALITY_DEFECT,3
O1036,0,NONE,0
O1037,0,NONE,0
O1038,0,NONE,0
O1039,0,NONE,0
O1040,0,NONE,0
O1041,0,NONE,0
O1042,0,NONE,0
O1043,0,NONE,0
O1044,0,NONE,0
O1045,0,NONE,0
O1046,0,NONE,0
O1047,0,NONE,0
O1048,0,NONE,0
O1049,0,NONE,0
O1050,1,DELIVERY_DELAY,5
O1051,0,NONE,0
O1052,0,NONE,0
O1053,0,NONE,0
O1054,0,NONE,0
O1055,0,NONE,0
O1056,0,NONE,0
O1057,0,NONE,0
O1058,0,NONE,0
O1059,0,NONE,0
O1060,1,SIZE_FIT_ISSUE,9
O1061,0,NONE,0
O1062,0,NONE,0
O1063,0,NONE,0
O1064,1,DELIVERY_DELAY,6
O1065,0,NONE,0
O1066,1,SIZE_FIT_ISSUE,10
O1067,0,NONE,0
O1068,0,NONE,0
O1069,1,SIZE_FIT_ISSUE,1
O1070,0,NONE,0
O1071,0,NONE,0
O1072,0,NONE,0
O1073,0,NONE,0
O1074,0,NONE,0
O1075,0,NONE,0
O1076,0,NONE,0
O1077,1,DELIVERY_DELAY,3
O1078,0,NONE,0
O1079,1,SIZE_FIT_ISSUE,2
O1080,0,NONE,0
O1081,0,NONE,0
O1082,0,NONE,0
O1083,1,SIZE_FIT_ISSUE,8
O1084,1,DELIVERY_DELAY,9
O1085,0,NONE,0
O1086,0,NONE,0
O1087,0,NONE,0
O1088,0,NONE,0
O1089,0,NONE,0
O1090,0,NONE,0
O1091,1,SIZE_FIT_ISSUE,2
O1092,0,NONE,0
O1093,0,NONE,0
O1094,0,NONE,0
O1095,0,NONE,0
O1096,1,DELIVERY_DELAY,6
O1097,0,NONE,0
O1098,1,SIZE_FIT_ISSUE,5
O1099,1,SIZE_FIT_ISSUE,6
O1100,0,NONE,0
O1101,0,NONE,0
O1102,0,NONE,0
O1103,0,NONE,0
O1104,0,NONE,0
O1105,0,NONE,0
O1106,0,NONE,0
O1107,0,NONE,0
O1108,0,NONE,0
O1109,1,SIZE_FIT_ISSUE,1
O1110,0,NONE,0
O1111,0,NONE,0
O1112,0,NONE,0
O1113,1,SIZE_FIT_ISSUE,5
O1114,0,NONE,0
O1115,0,NONE,0
O1116,1,SIZE_FIT_ISSUE,10
O1117,0,NONE,0
O1118,0,NONE,0
O1119,0,NONE,0
O1120,1,SIZE_FIT_ISSUE,4
O1121,1,QUALITY_DEFECT,8
O1122,0,NONE,0
O1123,1,SIZE_FIT_ISSUE,3
O1124,0,NONE,0
O1125,0,NONE,0
O1126,1,QUALITY_DEFECT,4
O1127,0,NONE,0
O1128,1,SIZE_FIT_ISSUE,9
O1129,0,NONE,0
O1130,1,SIZE_FIT_ISSUE,7
O1131,0,NONE,0
O1132,0,NONE,0
O1133,0,NONE,0
O1134,0,NONE,0
O1135,0,NONE,0
O1136,1,SIZE_FIT_ISSUE,1
O1137,1,QUALITY_DEFECT,2
O1138,1,SIZE_FIT_ISSUE,6
O1139,0,NONE,0
O1140,1,SIZE_FIT_ISSUE,9
O1141,0,NONE,0
O1142,0,NONE,0
O1143,0,NONE,0
O1144,0,NONE,0
O1145,0,NONE,0
O1146,0,NONE,0
O1147,1,SIZE_FIT_ISSUE,1
O1148,0,NONE,0
O1149,0,NONE,0
O1150,1,SIZE_FIT_ISSUE,4
O1151,0,NONE,0
O1152,0,NONE,0
O1153,0,NONE,0
O1154,0,NONE,0
O1155,0,NONE,0
O1156,0,NONE,0
O1157,0,NONE,0
O1158,1,QUALITY_DEFECT,7
O1159,0,NONE,0
O1160,1,SIZE_FIT_ISSUE,2
O1161,0,NONE,0
O1162,0,NONE,0
O1163,1,SIZE_FIT_ISSUE,7
O1164,0,NONE,0
O1165,0,NONE,0
O1166,0,NONE,0
O1167,0,NONE,0
O1168,1,NO_LONGER_NEEDED,4
O1169,1,SIZE_FIT_ISSUE,3
O1170,0,NONE,0
O1171,0,NONE,0
O1172,0,NONE,0
O1173,1,QUALITY_DEFECT,1
O1174,1,SIZE_FIT_ISSUE,4
O1175,0,NONE,0
O1176,0,NONE,0
O1177,0,NONE,0
O1178,0,NONE,0
O1179,1,SIZE_FIT_ISSUE,1
O1180,0,NONE,0
O1181,0,NONE,0
O1182,0,NONE,0
O1183,0,NONE,0
O1184,0,NONE,0
O1185,0,NONE,0
O1186,0,NONE,0
O1187,0,NONE,0
O1188,0,NONE,0
O1189,1,SIZE_FIT_ISSUE,3
O1190,0,NONE,0
O1191,1,DELIVERY_DELAY,5
O1192,0,NONE,0
O1193,0,NONE,0
O1194,1,QUALITY_DEFECT,7
O1195,0,NONE,0
O1196,1,QUALITY_DEFECT,9
O1197,1,SIZE_FIT_ISSUE,5
O1198,1,NO_LONGER_NEEDED,10
O1199,0,NONE,0
O1200,0,NONE,0
O1201,0,NONE,0
O1202,0,NONE,0
O1203,0,NONE,0
O1204,1,SIZE_FIT_ISSUE,1
O1205,1,QUALITY_DEFECT,5
O1206,1,QUALITY_DEFECT,4
O1207,0,NONE,0
O1208,1,DELIVERY_DELAY,2
O1209,1,SIZE_FIT_ISSUE,9
O1210,0,NONE,0
O1211,1,NO_LONGER_NEEDED,7
O1212,0,NONE,0
O1213,0,NONE,0
O1214,0,NONE,0
O1215,0,NONE,0
O1216,0,NONE,0
O1217,0,NONE,0
O1218,1,QUALITY_DEFECT,4
O1219,0,NONE,0
O1220,0,NONE,0
O1221,1,SIZE_FIT_ISSUE,10
O1222,0,NONE,0
O1223,0,NONE,0
O1224,0,NONE,0
O1225,0,NONE,0
O1226,0,NONE,0
O1227,1,DELIVERY_DELAY,9
O1228,0,NONE,0
O1229,0,NONE,0
O1230,0,NONE,0
O1231,0,NONE,0
O1232,0,NONE,0
O1233,0,NONE,0
O1234,1,SIZE_FIT_ISSUE,3
O1235,1,SIZE_FIT_ISSUE,4
O1236,0,NONE,0
O1237,0,NONE,0
O1238,1,QUALITY_DEFECT,8
O1239,1,SIZE_FIT_ISSUE,3
O1240,0,NONE,0
O1241,0,NONE,0
O1242,1,SIZE_FIT_ISSUE,10
O1243,0,NONE,0
O1244,0,NONE,0
O1245,0,NONE,0
O1246,1,SIZE_FIT_ISSUE,3
O1247,0,NONE,0
O1248,0,NONE,0
O1249,0,NONE,0
O1250,0,NONE,0
O1251,0,NONE,0
O1252,0,NONE,0
O1253,0,NONE,0
O1254,0,NONE,0
O1255,1,SIZE_FIT_ISSUE,7
O1256,0,NONE,0
O1257,0,NONE,0
O1258,0,NONE,0
O1259,0,NONE,0
O1260,0,NONE,0
O1261,1,SIZE_FIT_ISSUE,5
O1262,1,QUALITY_DEFECT,7
O1263,1,SIZE_FIT_ISSUE,5
O1264,0,NONE,0
O1265,0,NONE,0
O1266,0,NONE,0
O1267,0,NONE,0
O1268,0,NONE,0
O1269,1,SIZE_FIT_ISSUE,1
O1270,0,NONE,0
O1271,0,NONE,0
O1272,0,NONE,0
O1273,0,NONE,0
O1274,0,NONE,0
O1275,1,SIZE_FIT_ISSUE,1
O1276,0,NONE,0
O1277,0,NONE,0
O1278,0,NONE,0
O1279,0,NONE,0
O1280,0,NONE,0
O1281,0,NONE,0
O1282,0,NONE,0
O1283,0,NONE,0
O1284,0,NONE,0
O1285,1,SIZE_FIT_ISSUE,10
O1286,0,NONE,0
O1287,0,NONE,0
O1288,1,DELIVERY_DELAY,3
O1289,0,NONE,0
O1290,0,NONE,0
O1291,0,NONE,0
O1292,0,NONE,0
O1293,0,NONE,0
O1294,0,NONE,0
O1295,0,NONE,0
O1296,1,SIZE_FIT_ISSUE,8
O1297,0,NONE,0
O1298,0,NONE,0
O1299,0,NONE,0
O1300,0,NONE,0
O1301,1,WRONG_ITEM,6
O1302,1,DELIVERY_DELAY,7
O1303,0,NONE,0
O1304,1,DELIVERY_DELAY,10
O1305,0,NONE,0
O1306,0,NONE,0
O1307,0,NONE,0
O1308,1,SIZE_FIT_ISSUE,4
O1309,0,NONE,0
O1310,1,SIZE_FIT_ISSUE,8
O1311,0,NONE,0
O1312,0,NONE,0
O1313,1,SIZE_FIT_ISSUE,1
O1314,0,NONE,0
O1315,1,SIZE_FIT_ISSUE,8
O1316,1,DELIVERY_DELAY,1
O1317,1,SIZE_FIT_ISSUE,6
O1318,1,QUALITY_DEFECT,6
O1319,0,NONE,0
O1320,0,NONE,0
O1321,0,NONE,0
O1322,1,SIZE_FIT_ISSUE,9
O1323,0,NONE,0
O1324,1,SIZE_FIT_ISSUE,2
O1325,0,NONE,0
O1326,1,QUALITY_DEFECT,10
O1327,0,NONE,0
O1328,0,NONE,0
O1329,0,NONE,0
O1330,1,SIZE_FIT_ISSUE,8
O1331,0,NONE,0
O1332,1,DELIVERY_DELAY,1
O1333,0,NONE,0
O1334,0,NONE,0
O1335,0,NONE,0
O1336,1,SIZE_FIT_ISSUE,3
O1337,0,NONE,0
O1338,1,SIZE_FIT_ISSUE,8
O1339,1,SIZE_FIT_ISSUE,3
O1340,0,NONE,0
O1341,0,NONE,0
O1342,0,NONE,0
O1343,1,SIZE_FIT_ISSUE,2
O1344,0,NONE,0
O1345,0,NONE,0
O1346,0,NONE,0
O1347,1,SIZE_FIT_ISSUE,9
O1348,0,NONE,0
O1349,1,QUALITY_DEFECT,8
O1350,0,NONE,0
O1351,0,NONE,0
O1352,1,SIZE_FIT_ISSUE,3
O1353,0,NONE,0
O1354,0,NONE,0
O1355,0,NONE,0
O1356,0,NONE,0
O1357,0,NONE,0
O1358,0,NONE,0
O1359,0,NONE,0
O1360,0,NONE,0
O1361,0,NONE,0
O1362,0,NONE,0
O1363,1,SIZE_FIT_ISSUE,1
O1364,0,NONE,0
O1365,0,NONE,0
O1366,0,NONE,0
O1367,0,NONE,0
O1368,0,NONE,0
O1369,0,NONE,0
O1370,1,DELIVERY_DELAY,4
O1371,0,NONE,0
O1372,0,NONE,0
O1373,1,NO_LONGER_NEEDED,4
O1374,0,NONE,0
O1375,0,NONE,0
O1376,0,NONE,0
O1377,1,SIZE_FIT_ISSUE,10
O1378,0,NONE,0
O1379,0,NONE,0
O1380,0,NONE,0
O1381,0,NONE,0
O1382,0,NONE,0
O1383,0,NONE,0
O1384,1,QUALITY_DEFECT,9
O1385,0,NONE,0
O1386,0,NONE,0
O1387,0,NONE,0
O1388,0,NONE,0
O1389,0,NONE,0
O1390,0,NONE,0
O1391,1,SIZE_FIT_ISSUE,10
O1392,0,NONE,0
O1393,0,NONE,0
O1394,0,NONE,0
O1395,1,SIZE_FIT_ISSUE,2
O1396,0,NONE,0
O1397,0,NONE,0
O1398,0,NONE,0
O1399,0,NONE,0
O1400,0,NONE,0
O1401,0,NONE,0
O1402,0,NONE,0
O1403,0,NONE,0
O1404,1,QUALITY_DEFECT,10
O1405,0,NONE,0
O1406,0,NONE,0
O1407,0,NONE,0
O1408,0,NONE,0
O1409,0,NONE,0
O1410,1,SIZE_FIT_ISSUE,7
O1411,0,NONE,0
O1412,1,DELIVERY_DELAY,9
O1413,0,NONE,0
O1414,0,NONE,0
O1415,1,SIZE_FIT_ISSUE,6
O1416,0,NONE,0
O1417,1,DELIVERY_DELAY,7
O1418,0,NONE,0
O1419,0,NONE,0
O1420,0,NONE,0
O1421,0,NONE,0
O1422,0,NONE,0
O1423,1,QUALITY_DEFECT,2
O1424,0,NONE,0
O1425,0,NONE,0
O1426,0,NONE,0
O1427,0,NONE,0
O1428,1,QUALITY_DEFECT,10
O1429,1,SIZE_FIT_ISSUE,4
O1430,0,NONE,0
O1431,1,NO_LONGER_NEEDED,2
O1432,0,NONE,0
O1433,0,NONE,0
O1434,0,NONE,0
O1435,0,NONE,0
O1436,1,DELIVERY_DELAY,7
O1437,0,NONE,0
O1438,0,NONE,0
O1439,0,NONE,0
O1440,0,NONE,0
O1441,0,NONE,0
O1442,1,SIZE_FIT_ISSUE,10
O1443,0,NONE,0
O1444,1,SIZE_FIT_ISSUE,2
O1445,0,NONE,0
O1446,0,NONE,0
O1447,0,NONE,0
O1448,0,NONE,0
O1449,0,NONE,0
O1450,1,SIZE_FIT_ISSUE,6
O1451,1,SIZE_FIT_ISSUE,2
O1452,0,NONE,0
O1453,0,NONE,0
O1454,0,NONE,0
O1455,1,SIZE_FIT_ISSUE,2
O1456,0,NONE,0
O1457,0,NONE,0
O1458,0,NONE,0
O1459,0,NONE,0
O1460,1,SIZE_FIT_ISSUE,6
O1461,0,NONE,0
O1462,0,NONE,0
O1463,0,NONE,0
O1464,0,NONE,0
O1465,0,NONE,0
O1466,0,NONE,0
O1467,1,SIZE_FIT_ISSUE,10
O1468,1,SIZE_FIT_ISSUE,5
O1469,0,NONE,0
O1470,1,SIZE_FIT_ISSUE,10
O1471,0,NONE,0
O1472,0,NONE,0
O1473,0,NONE,0
O1474,0,NONE,0
O1475,0,NONE,0
O1476,1,QUALITY_DEFECT,2
O1477,0,NONE,0
O1478,0,NONE,0
O1479,0,NONE,0
O1480,0,NONE,0
O1481,0,NONE,0
O1482,1,SIZE_FIT_ISSUE,2
O1483,0,NONE,0
O1484,0,NONE,0
O1485,1,DELIVERY_DELAY,4
O1486,0,NONE,0
O1487,0,NONE,0
O1488,0,NONE,0
O1489,0,NONE,0
O1490,0,NONE,0
O1491,1,QUALITY_DEFECT,2
O1492,0,NONE,0
O1493,1,DELIVERY_DELAY,6
O1494,1,DELIVERY_DELAY,6
O1495,1,SIZE_FIT_ISSUE,4
O1496,0,NONE,0
O1497,0,NONE,0
O1498,0,NONE,0
O1499,1,DELIVERY_DELAY,5
O1500,0,NONE,0
O1501,1,DELIVERY_DELAY,6
O1502,1,QUALITY_DEFECT,5
O1503,0,NONE,0
O1504,0,NONE,0
O1505,1,QUALITY_DEFECT,3
O1506,1,QUALITY_DEFECT,10
O1507,1,SIZE_FIT_ISSUE,8
O1508,0,NONE,0
O1509,0,NONE,0
O1510,1,DELIVERY_DELAY,9
O1511,1,SIZE_FIT_ISSUE,8
O1512,0,NONE,0
O1513,0,NONE,0
O1514,0,NONE,0
O1515,1,QUALITY_DEFECT,7
O1516,1,DELIVERY_DELAY,4
O1517,0,NONE,0
O1518,0,NONE,0
O1519,0,NONE,0
O1520,0,NONE,0
O1521,0,NONE,0
O1522,0,NONE,0
O1523,0,NONE,0
O1524,1,SIZE_FIT_ISSUE,4
O1525,0,NONE,0
O1526,1,SIZE_FIT_ISSUE,1
O1527,0,NONE,0
O1528,1,SIZE_FIT_ISSUE,6
O1529,0,NONE,0
O1530,1,QUALITY_DEFECT,2
O1531,0,NONE,0
O1532,1,SIZE_FIT_ISSUE,3
O1533,0,NONE,0
O1534,0,NONE,0
O1535,1,SIZE_FIT_ISSUE,1
O1536,0,NONE,0
O1537,1,SIZE_FIT_ISSUE,2
O1538,0,NONE,0
O1539,0,NONE,0
O1540,1,DELIVERY_DELAY,6
O1541,1,WRONG_ITEM,10
O1542,0,NONE,0
O1543,0,NONE,0
O1544,1,DELIVERY_DELAY,9
O1545,0,NONE,0
O1546,1,SIZE_FIT_ISSUE,8
O1547,0,NONE,0
O1548,0,NONE,0
O1549,0,NONE,0
O1550,0,NONE,0
O1551,0,NONE,0
O1552,1,DELIVERY_DELAY,3
O1553,0,NONE,0
O1554,0,NONE,0
O1555,0,NONE,0
O1556,0,NONE,0
O1557,0,NONE,0
O1558,0,NONE,0
O1559,0,NONE,0
O1560,0,NONE,0
O1561,0,NONE,0
O1562,0,NONE,0
O1563,0,NONE,0
O1564,0,NONE,0
O1565,1,NO_LONGER_NEEDED,10
O1566,0,NONE,0
O1567,0,NONE,0
O1568,0,NONE,0
O1569,0,NONE,0
O1570,1,SIZE_FIT_ISSUE,5
O1571,0,NONE,0
O1572,1,QUALITY_DEFECT,10
O1573,0,NONE,0
O1574,0,NONE,0
O1575,0,NONE,0
O1576,0,NONE,0
O1577,0,NONE,0
O1578,0,NONE,0
O1579,1,DELIVERY_DELAY,4
O1580,0,NONE,0
O1581,0,NONE,0
O1582,1,SIZE_FIT_ISSUE,1
O1583,0,NONE,0
O1584,0,NONE,0
O1585,0,NONE,0
O1586,1,QUALITY_DEFECT,10
O1587,0,NONE,0
O1588,0,NONE,0
O1589,1,QUALITY_DEFECT,1
O1590,0,NONE,0
O1591,0,NONE,0
O1592,0,NONE,0
O1593,0,NONE,0
O1594,0,NONE,0
O1595,0,NONE,0
O1596,0,NONE,0
O1597,0,NONE,0
O1598,0,NONE,0
O1599,0,NONE,0
O1600,1,QUALITY_DEFECT,5
O1601,1,QUALITY_DEFECT,2
O1602,0,NONE,0
O1603,0,NONE,0
O1604,0,NONE,0
O1605,0,NONE,0
O1606,0,NONE,0
O1607,0,NONE,0
O1608,0,NONE,0
O1609,1,QUALITY_DEFECT,2
O1610,1,QUALITY_DEFECT,5
O1611,1,DELIVERY_DELAY,1
O1612,1,SIZE_FIT_ISSUE,10
O1613,1,QUALITY_DEFECT,3
O1614,0,NONE,0
O1615,0,NONE,0
O1616,0,NONE,0
O1617,1,SIZE_FIT_ISSUE,3
O1618,0,NONE,0
O1619,0,NONE,0
O1620,1,SIZE_FIT_ISSUE,2
O1621,0,NONE,0
O1622,0,NONE,0
O1623,0,NONE,0
O1624,1,SIZE_FIT_ISSUE,10
O1625,0,NONE,0
O1626,0,NONE,0
O1627,0,NONE,0
O1628,1,SIZE_FIT_ISSUE,4
O1629,0,NONE,0
O1630,1,SIZE_FIT_ISSUE,2
O1631,0,NONE,0
O1632,0,NONE,0
O1633,0,NONE,0
O1634,0,NONE,0
O1635,0,NONE,0
O1636,0,NONE,0
O1637,1,DELIVERY_DELAY,6
O1638,0,NONE,0
O1639,1,SIZE_FIT_ISSUE,4
O1640,0,NONE,0
O1641,0,NONE,0
O1642,0,NONE,0
O1643,0,NONE,0
O1644,1,SIZE_FIT_ISSUE,7
O1645,0,NONE,0
O1646,1,NO_LONGER_NEEDED,4
O1647,0,NONE,0
O1648,0,NONE,0
O1649,1,QUALITY_DEFECT,2
O1650,0,NONE,0
O1651,0,NONE,0
O1652,0,NONE,0
O1653,0,NONE,0
O1654,1,DELIVERY_DELAY,8
O1655,1,NO_LONGER_NEEDED,1
O1656,1,DELIVERY_DELAY,4
O1657,0,NONE,0
O1658,1,SIZE_FIT_ISSUE,5
O1659,0,NONE,0
O1660,0,NONE,0
O1661,0,NONE,0
O1662,1,SIZE_FIT_ISSUE,3
O1663,1,SIZE_FIT_ISSUE,1
O1664,1,SIZE_FIT_ISSUE,1
O1665,0,NONE,0
O1666,0,NONE,0
O1667,1,SIZE_FIT_ISSUE,5
O1668,0,NONE,0
O1669,1,SIZE_FIT_ISSUE,8
O1670,0,NONE,0
O1671,1,DELIVERY_DELAY,6
O1672,0,NONE,0
O1673,0,NONE,0
O1674,0,NONE,0
O1675,1,SIZE_FIT_ISSUE,7
O1676,0,NONE,0
O1677,0,NONE,0
O1678,0,NONE,0
O1679,1,DELIVERY_DELAY,1
O1680,1,QUALITY_DEFECT,7
O1681,0,NONE,0
O1682,0,NONE,0
O1683,0,NONE,0
O1684,0,NONE,0
O1685,0,NONE,0
O1686,0,NONE,0
O1687,0,NONE,0
O1688,0,NONE,0
O1689,1,DELIVERY_DELAY,4
O1690,0,NONE,0
O1691,1,QUALITY_DEFECT,7
O1692,0,NONE,0
O1693,0,NONE,0
O1694,0,NONE,0
O1695,1,SIZE_FIT_ISSUE,1
O1696,0,NONE,0
O1697,0,NONE,0
O1698,0,NONE,0
O1699,1,QUALITY_DEFECT,3
O1700,0,NONE,0
O1701,0,NONE,0
O1702,1,SIZE_FIT_ISSUE,5
O1703,1,DELIVERY_DELAY,7
O1704,0,NONE,0
O1705,0,NONE,0
O1706,0,NONE,0
O1707,1,QUALITY_DEFECT,1
O1708,1,QUALITY_DEFECT,8
O1709,0,NONE,0
O1710,0,NONE,0
O1711,0,NONE,0
O1712,0,NONE,0
O1713,0,NONE,0
O1714,0,NONE,0
O1715,0,NONE,0
O1716,0,NONE,0
O1717,0,NONE,0
O1718,1,SIZE_FIT_ISSUE,1
O1719,0,NONE,0
O1720,1,SIZE_FIT_ISSUE,10
O1721,0,NONE,0
O1722,0,NONE,0
O1723,0,NONE,0
O1724,0,NONE,0
O1725,0,NONE,0
O1726,0,NONE,0
O1727,1,SIZE_FIT_ISSUE,8
O1728,0,NONE,0
O1729,0,NONE,0
O1730,0,NONE,0
O1731,0,NONE,0
O1732,0,NONE,0
O1733,1,QUALITY_DEFECT,6
O1734,0,NONE,0
O1735,0,NONE,0
O1736,0,NONE,0
O1737,1,SIZE_FIT_ISSUE,2
O1738,0,NONE,0
O1739,1,SIZE_FIT_ISSUE,10
O1740,1,DELIVERY_DELAY,3
O1741,1,QUALITY_DEFECT,4
O1742,0,NONE,0
O1743,0,NONE,0
O1744,0,NONE,0
O1745,0,NONE,0
O1746,1,SIZE_FIT_ISSUE,7
O1747,0,NONE,0
O1748,0,NONE,0
O1749,0,NONE,0
O1750,0,NONE,0
O1751,1,SIZE_FIT_ISSUE,1
O1752,0,NONE,0
O1753,0,NONE,0
O1754,1,DELIVERY_DELAY,8
O1755,1,SIZE_FIT_ISSUE,8
O1756,1,DELIVERY_DELAY,10
O1757,1,SIZE_FIT_ISSUE,7
O1758,0,NONE,0
O1759,0,NONE,0
O1760,0,NONE,0
O1761,0,NONE,0
O1762,0,NONE,0
O1763,1,SIZE_FIT_ISSUE,4
O1764,0,NONE,0
O1765,0,NONE,0
O1766,0,NONE,0
O1767,1,DELIVERY_DELAY,6
O1768,0,NONE,0
O1769,0,NONE,0
O1770,1,QUALITY_DEFECT,1
O1771,0,NONE,0
O1772,1,SIZE_FIT_ISSUE,1
O1773,0,NONE,0
O1774,0,NONE,0
O1775,0,NONE,0
O1776,0,NONE,0
O1777,1,SIZE_FIT_ISSUE,1
O1778,0,NONE,0
O1779,0,NONE,0
O1780,0,NONE,0
O1781,0,NONE,0
O1782,1,QUALITY_DEFECT,5
O1783,0,NONE,0
O1784,1,QUALITY_DEFECT,7
O1785,0,NONE,0
O1786,0,NONE,0
O1787,0,NONE,0
O1788,1,DELIVERY_DELAY,7
O1789,0,NONE,0
O1790,0,NONE,0
O1791,0,NONE,0
O1792,0,NONE,0
O1793,1,SIZE_FIT_ISSUE,2
O1794,1,SIZE_FIT_ISSUE,1
O1795,0,NONE,0
O1796,0,NONE,0
O1797,0,NONE,0
O1798,0,NONE,0
O1799,0,NONE,0
O1800,0,NONE,0
O1801,0,NONE,0
O1802,0,NONE,0
O1803,1,DELIVERY_DELAY,2
O1804,0,NONE,0
O1805,0,NONE,0
O1806,1,SIZE_FIT_ISSUE,9
O1807,0,NONE,0
O1808,0,NONE,0
O1809,0,NONE,0
O1810,0,NONE,0
O1811,0,NONE,0
O1812,0,NONE,0
O1813,0,NONE,0
O1814,0,NONE,0
O1815,1,SIZE_FIT_ISSUE,7
O1816,0,NONE,0
O1817,1,QUALITY_DEFECT,8
O1818,1,QUALITY_DEFECT,5
O1819,0,NONE,0
O1820,0,NONE,0
O1821,1,SIZE_FIT_ISSUE,9
O1822,0,NONE,0
O1823,0,NONE,0
O1824,0,NONE,0
O1825,0,NONE,0
O1826,0,NONE,0
O1827,0,NONE,0
O1828,0,NONE,0
O1829,0,NONE,0
O1830,1,DELIVERY_DELAY,3
O1831,1,DELIVERY_DELAY,9
O1832,1,SIZE_FIT_ISSUE,9
O1833,0,NONE,0
O1834,0,NONE,0
O1835,1,SIZE_FIT_ISSUE,3
O1836,0,NONE,0
O1837,0,NONE,0
O1838,0,NONE,0
O1839,0,NONE,0
O1840,0,NONE,0
O1841,0,NONE,0
O1842,1,SIZE_FIT_ISSUE,3
O1843,0,NONE,0
O1844,0,NONE,0
O1845,0,NONE,0
O1846,0,NONE,0
O1847,0,NONE,0
O1848,0,NONE,0
O1849,0,NONE,0
O1850,0,NONE,0
O1851,1,DELIVERY_DELAY,5
O1852,0,NONE,0
O1853,1,QUALITY_DEFECT,5
O1854,1,WRONG_ITEM,7
O1855,1,SIZE_FIT_ISSUE,3
O1856,0,NONE,0
O1857,1,SIZE_FIT_ISSUE,2
O1858,1,SIZE_FIT_ISSUE,6
O1859,0,NONE,0
O1860,0,NONE,0
O1861,1,SIZE_FIT_ISSUE,8
O1862,0,NONE,0
O1863,0,NONE,0
O1864,1,SIZE_FIT_ISSUE,3
O1865,0,NONE,0
O1866,0,NONE,0
O1867,0,NONE,0
O1868,0,NONE,0
O1869,1,DELIVERY_DELAY,7
O1870,0,NONE,0
O1871,0,NONE,0
O1872,0,NONE,0
O1873,0,NONE,0
O1874,0,NONE,0
O1875,1,WRONG_ITEM,10
O1876,0,NONE,0
O1877,1,DELIVERY_DELAY,7
O1878,0,NONE,0
O1879,0,NONE,0
O1880,0,NONE,0
O1881,0,NONE,0
O1882,1,SIZE_FIT_ISSUE,10
O1883,1,SIZE_FIT_ISSUE,5
O1884,0,NONE,0
O1885,1,SIZE_FIT_ISSUE,6
O1886,0,NONE,0
O1887,0,NONE,0
O1888,0,NONE,0
O1889,0,NONE,0
O1890,1,SIZE_FIT_ISSUE,7
O1891,0,NONE,0
O1892,0,NONE,0
O1893,0,NONE,0
O1894,0,NONE,0
O1895,1,SIZE_FIT_ISSUE,1
O1896,0,NONE,0
O1897,0,NONE,0
O1898,0,NONE,0
O1899,0,NONE,0
O1900,0,NONE,0
O1901,0,NONE,0
O1902,1,SIZE_FIT_ISSUE,7
O1903,0,NONE,0
O1904,0,NONE,0
O1905,0,NONE,0
O1906,1,SIZE_FIT_ISSUE,8
O1907,0,NONE,0
O1908,0,NONE,0
O1909,1,QUALITY_DEFECT,10
O1910,0,NONE,0
O1911,0,NONE,0
O1912,0,NONE,0
O1913,1,SIZE_FIT_ISSUE,9
O1914,0,NONE,0
O1915,0,NONE,0
O1916,0,NONE,0
O1917,0,NONE,0
O1918,0,NONE,0
O1919,0,NONE,0
O1920,0,NONE,0
O1921,1,SIZE_FIT_ISSUE,10
O1922,0,NONE,0
O1923,1,QUALITY_DEFECT,6
O1924,0,NONE,0
O1925,0,NONE,0
O1926,1,QUALITY_DEFECT,7
O1927,1,QUALITY_DEFECT,5
O1928,0,NONE,0
O1929,0,NONE,0
O1930,1,QUALITY_DEFECT,4
O1931,0,NONE,0
O1932,0,NONE,0
O1933,0,NONE,0
O1934,0,NONE,0
O1935,0,NONE,0
O1936,0,NONE,0
O1937,0,NONE,0
O1938,0,NONE,0
O1939,1,SIZE_FIT_ISSUE,6
O1940,0,NONE,0
O1941,0,NONE,0
O1942,0,NONE,0
O1943,0,NONE,0
O1944,0,NONE,0
O1945,1,SIZE_FIT_ISSUE,6
O1946,1,QUALITY_DEFECT,2
O1947,0,NONE,0
O1948,1,SIZE_FIT_ISSUE,7
O1949,1,QUALITY_DEFECT,2
O1950,0,NONE,0
O1951,0,NONE,0
O1952,1,NO_LONGER_NEEDED,8
O1953,0,NONE,0
O1954,1,SIZE_FIT_ISSUE,9
O1955,0,NONE,0
O1956,0,NONE,0
O1957,1,SIZE_FIT_ISSUE,2
O1958,0,NONE,0
O1959,0,NONE,0
O1960,1,QUALITY_DEFECT,4
O1961,1,SIZE_FIT_ISSUE,1
O1962,0,NONE,0
O1963,0,NONE,0
O1964,0,NONE,0
O1965,0,NONE,0
O1966,0,NONE,0
O1967,1,DELIVERY_DELAY,4
O1968,1,QUALITY_DEFECT,8
O1969,0,NONE,0
O1970,0,NONE,0
O1971,0,NONE,0
O1972,0,NONE,0
O1973,1,SIZE_FIT_ISSUE,8
