order_id,shipping_mode,courier_partner,warehouse_city,delivery_city,expected_delivery_days,actual_delivery_days,delivery_delay,distance_km,is_remote_area,delivery_attempts,courier_delay_rate,warehouse_processing_time
O754,Same-Day,BlueDart,Jaipur,Delhi,0,1,1,321,0,1,0.19,2.71
O755,Express,BlueDart,Mumbai,Chennai,2,2,0,1320,1,1,0.1,1.22
O756,Standard,BlueDart,Hyderabad,Kolkata,5,6,1,706,0,3,0.24,1.23
O757,Standard,Ecom Express,Jaipur,Hyderabad,4,4,0,660,0,1,0.28,1.72
O758,Standard,Delhivery,Mumbai,Mumbai,6,8,2,557,0,1,0.07,1.81
O759,Express,BlueDart,Kolkata,Chennai,1,1,0,1705,1,2,0.09,1.7
O760,Standard,Ecom Express,Jaipur,Lucknow,6,6,0,731,0,1,0.19,2.79
O761,Standard,Ecom Express,Kolkata,Kolkata,5,5,0,1365,1,1,0.09,1.92
O762,Express,BlueDart,Delhi,Jaipur,2,5,3,1071,1,3,0.16,2.94
O763,Same-Day,BlueDart,Hyderabad,Jaipur,0,1,1,1235,1,1,0.29,2.15
O764,Express,Ecom Express,Lucknow,Jaipur,3,5,2,1682,1,3,0.3,1.83
O765,Express,BlueDart,Kolkata,Chennai,1,2,1,1902,1,1,0.19,1.33
O766,Express,Delhivery,Mumbai,Delhi,3,3,0,1275,1,1,0.07,1.03
O767,Standard,Delhivery,Chennai,Jaipur,6,6,0,1035,1,2,0.1,2.55
O768,Standard,BlueDart,Jaipur,Lucknow,5,8,3,1986,1,3,0.23,2.48
O769,Express,BlueDart,Hyderabad,Kolkata,3,6,3,546,0,1,0.28,1.83
O770,Same-Day,Ecom Express,Jaipur,Jaipur,1,1,0,691,0,1,0.19,1.78
O771,Standard,BlueDart,Delhi,Kolkata,6,7,1,1496,1,2,0.11,2.42
O772,Same-Day,BlueDart,Hyderabad,Hyderabad,1,1,0,1719,1,1,0.07,1.87
O773,Same-Day,Ecom Express,Delhi,Kolkata,0,0,0,1176,1,2,0.21,2.56
O774,Standard,BlueDart,Chennai,Lucknow,4,5,1,1492,1,3,0.06,1.17
O775,Standard,Delhivery,Delhi,Hyderabad,6,6,0,1903,1,2,0.12,1.36
O776,Express,Delhivery,Jaipur,Bangalore,1,1,0,852,1,2,0.27,2.27
O777,Same-Day,BlueDart,Lucknow,Mumbai,0,1,1,245,0,3,0.2,1.01
O778,Same-Day,Ecom Express,Delhi,Kolkata,0,2,2,1102,1,1,0.27,1.23
O779,Same-Day,Delhivery,Mumbai,Jaipur,0,1,1,553,0,2,0.23,2.3
O780,Express,Ecom Express,Chennai,Bangalore,1,3,2,517,0,2,0.08,2.59
O781,Express,BlueDart,Mumbai,Chennai,2,4,2,1226,1,3,0.15,1.4
O782,Standard,Ecom Express,Jaipur,Chennai,3,3,0,1967,1,2,0.2,2.75
O783,Standard,BlueDart,Hyderabad,Chennai,5,5,0,884,1,1,0.1,1.74
O784,Same-Day,BlueDart,Kolkata,Chennai,0,2,2,1473,1,1,0.19,1.77
O785,Same-Day,Ecom Express,Mumbai,Jaipur,1,1,0,1471,1,3,0.27,1.84
O786,Standard,BlueDart,Jaipur,Chennai,6,7,1,1026,1,1,0.08,1.34
O787,Express,Ecom Express,Bangalore,Delhi,1,4,3,1323,1,2,0.12,2.68
O788,Express,Delhivery,Jaipur,Hyderabad,3,5,2,38,0,3,0.13,1.63
O789,Same-Day,BlueDart,Lucknow,Bangalore,0,1,1,810,1,3,0.29,1.24
O790,Standard,BlueDart,Jaipur,Delhi,3,4,1,289,0,1,0.09,1.38
O791,Standard,Delhivery,Chennai,Jaipur,3,4,1,103,0,2,0.22,2.58
O792,Same-Day,Delhivery,Jaipur,Mumbai,1,1,0,250,0,3,0.16,1.24
O793,Express,BlueDart,Chennai,Jaipur,3,5,2,993,1,3,0.07,2.12
O794,Standard,Delhivery,Bangalore,Mumbai,3,5,2,1995,1,3,0.1,2.64
O795,Same-Day,Ecom Express,Lucknow,Lucknow,1,1,0,1562,1,3,0.09,2.01
O796,Same-Day,Delhivery,Chennai,Delhi,0,0,0,1602,1,2,0.09,1.61
O797,Standard,BlueDart,Delhi,Lucknow,3,3,0,497,0,2,0.06,2.32
O798,Express,Ecom Express,Jaipur,Delhi,2,2,0,439,0,3,0.13,1.88
O799,Express,Ecom Express,Chennai,Chennai,1,2,1,607,0,3,0.2,2.04
O800,Standard,Ecom Express,Chennai,Bangalore,3,6,3,113,0,1,0.07,1.2
O801,Express,Ecom Express,Chennai,Jaipur,1,2,1,455,0,2,0.1,2.57
O802,Same-Day,Ecom Express,Lucknow,Lucknow,0,1,1,198,0,3,0.13,2.81
O803,Standard,Delhivery,Lucknow,Hyderabad,5,5,0,1847,1,2,0.13,1.36
O804,Express,Delhivery,Lucknow,Hyderabad,2,3,1,1199,1,1,0.06,1.03
O805,Standard,BlueDart,Lucknow,Mumbai,3,3,0,628,0,2,0.23,2.98
O806,Express,Ecom Express,Kolkata,Hyderabad,1,3,2,1700,1,3,0.24,2.71
O807,Same-Day,Delhivery,Delhi,Mumbai,0,0,0,307,0,2,0.17,1.49
O808,Standard,Ecom Express,Mumbai,Lucknow,4,4,0,1890,1,2,0.27,2.36
O809,Express,BlueDart,Chennai,Hyderabad,2,2,0,805,1,1,0.06,2.04
O810,Same-Day,Delhivery,Lucknow,Kolkata,1,3,2,595,0,3,0.09,2.36
O811,Standard,BlueDart,Bangalore,Mumbai,5,7,2,1002,1,2,0.06,1.57
O812,Express,Delhivery,Chennai,Mumbai,2,3,1,1357,1,1,0.14,1.57
O813,Same-Day,Delhivery,Jaipur,Hyderabad,1,1,0,297,0,3,0.28,1.58
O814,Same-Day,Delhivery,Chennai,Kolkata,1,1,0,870,1,2,0.2,1.35
O815,Same-Day,Ecom Express,Hyderabad,Mumbai,0,1,1,517,0,2,0.13,1.59
O816,Standard,Ecom Express,Kolkata,Bangalore,6,7,1,1426,1,2,0.14,1.93
O817,Express,BlueDart,Hyderabad,Hyderabad,1,1,0,1552,1,3,0.18,1.25
O818,Express,Ecom Express,Lucknow,Mumbai,3,3,0,17,0,1,0.07,1.54
O819,Express,Delhivery,Mumbai,Delhi,3,3,0,991,1,3,0.2,2.02
O820,Same-Day,Ecom Express,Delhi,Chennai,1,1,0,284,0,2,0.21,2.44
O821,Standard,Delhivery,Mumbai,Kolkata,3,3,0,318,0,1,0.1,1.95
O822,Express,Delhivery,Chennai,Hyderabad,2,2,0,995,1,3,0.22,2.72
O823,Standard,Ecom Express,Hyderabad,Bangalore,4,5,1,295,0,1,0.18,2.4
O824,Same-Day,BlueDart,Chennai,Chennai,0,0,0,1969,1,2,0.15,2.6
O825,Express,Delhivery,Chennai,Chennai,2,3,1,251,0,1,0.21,2.79
O826,Express,Delhivery,Kolkata,Jaipur,3,3,0,943,1,3,0.26,2.01
O827,Standard,Ecom Express,Kolkata,Chennai,4,4,0,1348,1,2,0.23,2.57
O828,Express,Ecom Express,Delhi,Jaipur,2,2,0,1976,1,3,0.23,2.01
O829,Express,Ecom Express,Jaipur,Hyderabad,3,3,0,1961,1,1,0.06,2.7
O830,Same-Day,Ecom Express,Hyderabad,Lucknow,1,1,0,667,0,1,0.27,1.35
O831,Express,Delhivery,Lucknow,Jaipur,1,3,2,81,0,2,0.2,2.68
O832,Standard,BlueDart,Chennai,Jaipur,4,5,1,405,0,1,0.1,1.32
O833,Same-Day,Delhivery,Bangalore,Mumbai,0,2,2,421,0,2,0.24,2.14
O834,Standard,Ecom Express,Kolkata,Hyderabad,4,7,3,1173,1,2,0.2,2.12
O835,Express,Ecom Express,Chennai,Mumbai,1,2,1,1170,1,1,0.08,1.46
O836,Express,Delhivery,Chennai,Kolkata,2,2,0,1445,1,1,0.18,1.48
O837,Standard,BlueDart,Bangalore,Chennai,3,3,0,1198,1,1,0.13,1.52
O838,Same-Day,Delhivery,Hyderabad,Lucknow,1,2,1,1897,1,2,0.07,2.9
O839,Express,Delhivery,Lucknow,Mumbai,3,3,0,1519,1,1,0.12,1.08
O840,Express,Delhivery,Bangalore,Kolkata,2,2,0,983,1,1,0.06,2.56
O841,Same-Day,BlueDart,Jaipur,Hyderabad,0,0,0,1136,1,3,0.08,2.4
O842,Same-Day,BlueDart,Bangalore,Kolkata,1,4,3,725,0,1,0.11,2.18
O843,Standard,Delhivery,Delhi,Lucknow,4,4,0,1669,1,2,0.1,1.09
O844,Same-Day,Ecom Express,Mumbai,Jaipur,1,1,0,985,1,1,0.11,2.09
O845,Express,Ecom Express,Chennai,Chennai,3,3,0,624,0,3,0.11,2.79
O846,Standard,Ecom Express,Lucknow,Delhi,5,5,0,1849,1,2,0.07,2.82
O847,Standard,Delhivery,Bangalore,Lucknow,5,5,0,1489,1,1,0.22,2.3
O848,Express,Delhivery,Bangalore,Bangalore,2,4,2,1209,1,2,0.26,1.77
O849,Standard,BlueDart,Bangalore,Lucknow,4,6,2,781,0,3,0.13,2.08
O850,Standard,Ecom Express,Jaipur,Bangalore,3,3,0,703,0,2,0.25,2.86
O851,Same-Day,Ecom Express,Lucknow,Delhi,1,3,2,1763,1,2,0.19,2.14
O852,Same-Day,BlueDart,Chennai,Lucknow,0,0,0,275,0,1,0.3,2.54
O853,Same-Day,BlueDart,Bangalore,Kolkata,1,1,0,745,0,1,0.13,2.32
O854,Standard,BlueDart,Hyderabad,Hyderabad,6,6,0,80,0,2,0.06,2.88
O855,Express,BlueDart,Chennai,Jaipur,1,2,1,533,0,2,0.08,2.26
O856,Standard,BlueDart,Kolkata,Lucknow,3,3,0,382,0,1,0.19,1.46
O857,Same-Day,Delhivery,Mumbai,Chennai,0,3,3,1234,1,3,0.16,2.02
O858,Same-Day,BlueDart,Delhi,Chennai,1,2,1,151,0,1,0.13,2.58
O859,Express,Delhivery,Chennai,Chennai,3,3,0,68,0,1,0.28,1.05
O860,Same-Day,Ecom Express,Bangalore,Bangalore,1,3,2,1929,1,3,0.23,1.76
O861,Same-Day,Ecom Express,Bangalore,Lucknow,1,4,3,1108,1,3,0.17,2.05
O862,Standard,BlueDart,Hyderabad,Mumbai,5,5,0,502,0,2,0.13,2.94
O863,Standard,BlueDart,Lucknow,Delhi,5,6,1,1152,1,3,0.11,2.57
O864,Express,Ecom Express,Chennai,Mumbai,3,3,0,1202,1,2,0.14,1.24
O865,Express,Delhivery,Lucknow,Jaipur,3,4,1,1810,1,1,0.09,1.84
O866,Standard,Delhivery,Delhi,Mumbai,6,6,0,54,0,3,0.27,2.84
O867,Same-Day,BlueDart,Mumbai,Mumbai,0,2,2,1463,1,3,0.06,2.48
O868,Express,Delhivery,Delhi,Hyderabad,2,4,2,1556,1,3,0.24,2.83
O869,Same-Day,BlueDart,Kolkata,Jaipur,1,2,1,1385,1,2,0.09,2.45
O870,Express,Ecom Express,Jaipur,Lucknow,1,2,1,1160,1,2,0.13,1.64
O871,Same-Day,BlueDart,Mumbai,Lucknow,1,1,0,1182,1,2,0.12,1.24
O872,Express,Delhivery,Chennai,Mumbai,2,3,1,1246,1,1,0.07,2.1
O873,Same-Day,Delhivery,Kolkata,Jaipur,0,3,3,18,0,1,0.12,2.9
O874,Standard,BlueDart,Chennai,Chennai,3,4,1,915,1,1,0.27,2.99
O875,Standard,BlueDart,Chennai,Hyderabad,3,3,0,674,0,2,0.21,2.03
O876,Express,Ecom Express,Kolkata,Bangalore,1,1,0,1914,1,1,0.26,2.32
O877,Standard,Ecom Express,Hyderabad,Lucknow,6,6,0,1791,1,2,0.17,1.97
O878,Standard,Ecom Express,Hyderabad,Kolkata,3,3,0,1952,1,1,0.16,1.98
O879,Same-Day,Ecom Express,Hyderabad,Mumbai,1,2,1,1261,1,3,0.14,2.06
O880,Express,Ecom Express,Kolkata,Hyderabad,2,4,2,1636,1,3,0.17,1.19
O881,Standard,BlueDart,Mumbai,Kolkata,6,6,0,242,0,2,0.22,2.41
O882,Standard,Delhivery,Jaipur,Kolkata,3,4,1,600,0,1,0.19,1.65
O883,Express,Delhivery,Kolkata,Jaipur,1,3,2,554,0,3,0.25,1.62
O884,Standard,Ecom Express,Kolkata,Chennai,3,5,2,1946,1,1,0.2,1.04
O885,Same-Day,Delhivery,Kolkata,Bangalore,0,0,0,1346,1,3,0.1,1.31
O886,Express,Ecom Express,Hyderabad,Chennai,2,4,2,851,1,1,0.06,1.04
O887,Standard,Ecom Express,Hyderabad,Hyderabad,5,5,0,622,0,1,0.12,1.25
O888,Standard,Ecom Express,Jaipur,Jaipur,3,5,2,1038,1,1,0.05,2.66
O889,Standard,Ecom Express,Bangalore,Delhi,5,5,0,1612,1,2,0.12,1.41
O890,Express,BlueDart,Chennai,Lucknow,2,5,3,195,0,2,0.12,2.41
O891,Express,Delhivery,Lucknow,Chennai,2,2,0,1567,1,1,0.19,1.05
O892,Standard,Ecom Express,Mumbai,Kolkata,5,5,0,685,0,1,0.19,1.42
O893,Express,Ecom Express,Hyderabad,Kolkata,3,3,0,1721,1,1,0.24,1.5
O894,Express,Delhivery,Chennai,Bangalore,3,3,0,1162,1,3,0.1,2.12
O895,Standard,Ecom Express,Mumbai,Bangalore,5,5,0,949,1,1,0.16,1.16
O896,Standard,Delhivery,Bangalore,Delhi,4,5,1,409,0,2,0.17,2.25
O897,Express,BlueDart,Chennai,Lucknow,1,1,0,612,0,3,0.13,2.78
O898,Same-Day,Ecom Express,Kolkata,Delhi,0,1,1,1649,1,3,0.2,1.94
O899,Same-Day,Delhivery,Delhi,Hyderabad,1,3,2,25,0,2,0.07,2.95
O900,Express,BlueDart,Delhi,Mumbai,2,2,0,198,0,1,0.14,2.12
O901,Express,BlueDart,Jaipur,Jaipur,2,5,3,1201,1,2,0.19,2.28
O902,Same-Day,Ecom Express,Mumbai,Jaipur,0,2,2,578,0,1,0.25,2.17
O903,Express,BlueDart,Hyderabad,Bangalore,3,4,1,1789,1,1,0.05,1.46
O904,Standard,Delhivery,Bangalore,Jaipur,6,9,3,1796,1,1,0.18,1.88
O905,Same-Day,Ecom Express,Lucknow,Bangalore,1,1,0,777,0,2,0.13,2.04
O906,Same-Day,BlueDart,Lucknow,Lucknow,1,2,1,1461,1,2,0.22,1.5
O907,Standard,Ecom Express,Kolkata,Chennai,5,5,0,1756,1,3,0.16,2.23
O908,Standard,Delhivery,Bangalore,Lucknow,4,4,0,910,1,3,0.13,1.19
O909,Standard,Delhivery,Chennai,Chennai,5,6,1,1319,1,2,0.21,2.94
O910,Express,Ecom Express,Mumbai,Kolkata,2,2,0,360,0,1,0.14,2.23
O911,Standard,Delhivery,Lucknow,Mumbai,6,8,2,1713,1,3,0.23,1.63
O912,Standard,BlueDart,Delhi,Chennai,5,6,1,1719,1,3,0.23,1.73
O913,Same-Day,Ecom Express,Delhi,Kolkata,0,3,3,138,0,3,0.12,1.35
O914,Standard,BlueDart,Mumbai,Jaipur,3,4,1,642,0,2,0.17,2.67
O915,Standard,BlueDart,Bangalore,Mumbai,4,4,0,1499,1,1,0.25,1.44
O916,Same-Day,Delhivery,Chennai,Chennai,0,0,0,1535,1,1,0.14,1.57
O917,Standard,Delhivery,Chennai,Delhi,4,4,0,563,0,2,0.22,1.53
O918,Same-Day,Delhivery,Bangalore,Mumbai,1,2,1,1703,1,3,0.15,2.08
O919,Same-Day,Ecom Express,Chennai,Hyderabad,1,1,0,429,0,1,0.18,1.42
O920,Same-Day,Ecom Express,Kolkata,Lucknow,0,3,3,978,1,2,0.19,2.32
O921,Standard,Ecom Express,Mumbai,Bangalore,6,6,0,978,1,1,0.28,1.61
O922,Express,Ecom Express,Jaipur,Jaipur,3,4,1,1184,1,2,0.26,1.51
O923,Express,Delhivery,Mumbai,Jaipur,2,2,0,87,0,2,0.16,1.54
O924,Same-Day,Ecom Express,Hyderabad,Bangalore,0,0,0,1893,1,3,0.24,1.26
O925,Express,Ecom Express,Delhi,Kolkata,2,4,2,343,0,1,0.27,1.6
O926,Standard,BlueDart,Bangalore,Jaipur,4,4,0,320,0,2,0.09,1.2
O927,Same-Day,Delhivery,Mumbai,Kolkata,1,1,0,1707,1,2,0.08,2.53
O928,Same-Day,Delhivery,Kolkata,Hyderabad,1,3,2,1227,1,2,0.22,2.94
O929,Express,Delhivery,Jaipur,Chennai,2,2,0,701,0,1,0.21,1.28
O930,Express,Delhivery,Chennai,Mumbai,2,4,2,1344,1,2,0.15,2.64
O931,Same-Day,BlueDart,Mumbai,Jaipur,0,0,0,957,1,3,0.27,2.61
O932,Same-Day,BlueDart,Jaipur,Kolkata,1,1,0,1410,1,2,0.24,1.61
O933,Express,Ecom Express,Kolkata,Hyderabad,3,3,0,768,0,3,0.29,1.22
O934,Standard,Ecom Express,Chennai,Bangalore,4,4,0,19,0,1,0.18,2.23
O935,Standard,BlueDart,Bangalore,Lucknow,3,3,0,1782,1,3,0.22,1.5
O936,Express,Delhivery,Lucknow,Jaipur,1,1,0,605,0,2,0.12,1.07
O937,Same-Day,Ecom Express,Mumbai,Delhi,1,1,0,514,0,1,0.23,2.27
O938,Same-Day,Ecom Express,Lucknow,Delhi,0,0,0,1886,1,1,0.07,1.75
O939,Same-Day,Ecom Express,Chennai,Delhi,0,0,0,696,0,2,0.15,1.37
O940,Standard,BlueDart,Hyderabad,Lucknow,4,4,0,1174,1,3,0.25,1.75
O941,Same-Day,Delhivery,Jaipur,Chennai,0,1,1,571,0,1,0.22,1.55
O942,Standard,Ecom Express,Kolkata,Hyderabad,5,7,2,551,0,1,0.11,1.04
O943,Same-Day,Ecom Express,Kolkata,Chennai,1,2,1,1209,1,3,0.15,2.86
O944,Express,BlueDart,Hyderabad,Bangalore,1,4,3,951,1,3,0.22,2.35
O945,Same-Day,Delhivery,Hyderabad,Mumbai,1,1,0,1154,1,3,0.3,1.74
O946,Standard,BlueDart,Jaipur,Chennai,4,5,1,1283,1,1,0.24,1.57
O947,Same-Day,Delhivery,Mumbai,Hyderabad,0,1,1,203,0,3,0.12,2.73
O948,Express,BlueDart,Mumbai,Delhi,3,3,0,576,0,3,0.27,2.92
O949,Express,BlueDart,Chennai,Jaipur,1,4,3,1764,1,2,0.09,2.75
O950,Same-Day,BlueDart,Jaipur,Kolkata,0,0,0,1404,1,2,0.15,2.27
O951,Same-Day,BlueDart,Bangalore,Chennai,0,3,3,1232,1,2,0.2,1.33
O952,Standard,Delhivery,Delhi,Lucknow,6,7,1,1135,1,2,0.14,2.75
O953,Standard,Delhivery,Lucknow,Mumbai,5,7,2,137,0,2,0.11,2.21
O954,Standard,Delhivery,Hyderabad,Mumbai,5,5,0,1791,1,2,0.23,1.14
O955,Express,BlueDart,Mumbai,Jaipur,2,2,0,149,0,3,0.24,2.29
O956,Same-Day,Ecom Express,Bangalore,Delhi,0,0,0,604,0,2,0.15,2.85
O957,Standard,Ecom Express,Mumbai,Lucknow,4,6,2,1739,1,3,0.09,1.83
O958,Standard,BlueDart,Lucknow,Mumbai,5,6,1,1319,1,1,0.24,1.68
O959,Express,Delhivery,Delhi,Mumbai,3,3,0,568,0,3,0.12,1.44
O960,Same-Day,BlueDart,Lucknow,Jaipur,0,0,0,1167,1,3,0.12,2.49
O961,Express,Delhivery,Chennai,Mumbai,2,2,0,1309,1,1,0.2,1.52
O962,Same-Day,Delhivery,Kolkata,Bangalore,0,0,0,1996,1,3,0.14,2.73
O963,Express,Delhivery,Kolkata,Jaipur,2,4,2,34,0,1,0.13,1.45
O964,Standard,Ecom Express,Bangalore,Mumbai,5,6,1,1026,1,3,0.26,2.57
O965,Same-Day,BlueDart,Mumbai,Jaipur,0,3,3,821,1,2,0.19,2.07
O966,Same-Day,Ecom Express,Delhi,Kolkata,0,0,0,506,0,3,0.28,2.72
O967,Same-Day,Ecom Express,Hyderabad,Kolkata,1,4,3,1135,1,3,0.26,1.13
O968,Standard,Delhivery,Kolkata,Jaipur,6,6,0,955,1,3,0.07,1.96
O969,Same-Day,Ecom Express,Bangalore,Hyderabad,0,0,0,1230,1,3,0.16,2.81
O970,Same-Day,BlueDart,Chennai,Lucknow,1,1,0,6,0,2,0.21,1.66
O971,Same-Day,Ecom Express,Chennai,Hyderabad,0,1,1,703,0,3,0.16,2.95
O972,Express,BlueDart,Chennai,Lucknow,2,5,3,339,0,1,0.28,1.89
O973,Express,Ecom Express,Lucknow,Hyderabad,3,3,0,630,0,1,0.22,2.86
O974,Standard,Delhivery,Delhi,Lucknow,4,4,0,1574,1,3,0.22,1.65
O975,Same-Day,BlueDart,Chennai,Bangalore,1,1,0,473,0,2,0.09,1.67
O976,Express,Delhivery,Jaipur,Mumbai,3,4,1,810,1,1,0.29,1.71
O977,Standard,BlueDart,Kolkata,Mumbai,4,6,2,1360,1,1,0.13,2.58
O978,Same-Day,Delhivery,Hyderabad,Hyderabad,1,3,2,1758,1,1,0.13,1.96
O979,Same-Day,Ecom Express,Jaipur,Bangalore,1,4,3,516,0,1,0.08,2.28
O980,Express,BlueDart,Jaipur,Mumbai,1,2,1,1808,1,1,0.27,2.18
O981,Standard,Ecom Express,Chennai,Jaipur,5,8,3,1177,1,3,0.18,1.58
O982,Express,BlueDart,Lucknow,Mumbai,3,3,0,1816,1,1,0.17,1.67
O983,Standard,BlueDart,Bangalore,Bangalore,6,6,0,880,1,3,0.07,2.98
O984,Same-Day,BlueDart,Kolkata,Jaipur,1,1,0,1623,1,3,0.07,1.15
O985,Same-Day,Ecom Express,Hyderabad,Lucknow,0,0,0,1180,1,1,0.24,1.86
O986,Express,BlueDart,Lucknow,Lucknow,1,3,2,377,0,3,0.25,2.48
O987,Standard,BlueDart,Jaipur,Mumbai,6,7,1,43,0,1,0.11,1.45
O988,Express,Delhivery,Delhi,Lucknow,3,3,0,1781,1,1,0.13,1.2
O989,Express,Delhivery,Hyderabad,Bangalore,1,2,1,675,0,1,0.13,1.85
O990,Standard,BlueDart,Bangalore,Lucknow,6,6,0,257,0,2,0.27,2.71
O991,Express,Ecom Express,Mumbai,Hyderabad,1,2,1,426,0,1,0.29,2.01
O992,Standard,Ecom Express,Kolkata,Lucknow,3,4,1,1931,1,3,0.3,1.83
O993,Express,Delhivery,Bangalore,Lucknow,3,3,0,234,0,2,0.25,1.8
O994,Express,Ecom Express,Mumbai,Lucknow,3,6,3,620,0,3,0.21,1.78
O995,Standard,Delhivery,Delhi,Bangalore,4,5,1,368,0,1,0.22,2.52
O996,Same-Day,Delhivery,Delhi,Kolkata,1,3,2,1691,1,3,0.29,2.48
O997,Standard,Ecom Express,Kolkata,Lucknow,6,9,3,422,0,2,0.21,1.06
O998,Standard,Ecom Express,Delhi,Delhi,6,9,3,100,0,1,0.08,1.7
O999,Express,Ecom Express,Lucknow,Jaipur,2,2,0,855,1,1,0.26,2.62
O1000,Standard,Ecom Express,Mumbai,Kolkata,5,6,1,1349,1,2,0.17,2.66
O1001,Standard,Delhivery,Jaipur,Bangalore,4,4,0,1355,1,2,0.27,1.21
O1002,Same-Day,Ecom Express,Chennai,Mumbai,1,4,3,1373,1,1,0.13,1.75
O1003,Express,Delhivery,Bangalore,Jaipur,3,6,3,103,0,1,0.21,2.67
O1004,Same-Day,Delhivery,Jaipur,Lucknow,1,2,1,995,1,2,0.3,1.91
O1005,Express,BlueDart,Kolkata,Hyderabad,3,5,2,1578,1,1,0.11,2.61
O1006,Express,BlueDart,Jaipur,Jaipur,3,4,1,543,0,3,0.06,2.09
O1007,Same-Day,BlueDart,Lucknow,Kolkata,1,1,0,263,0,2,0.19,2.88
O1008,Standard,Ecom Express,Kolkata,Hyderabad,4,4,0,1594,1,3,0.2,1.3
O1009,Standard,Ecom Express,Delhi,Hyderabad,4,4,0,771,0,3,0.21,2.24
O1010,Standard,Ecom Express,Jaipur,Jaipur,6,6,0,612,0,2,0.17,1.27
O1011,Same-Day,Ecom Express,Mumbai,Hyderabad,1,1,0,432,0,1,0.24,1.28
O1012,Same-Day,Delhivery,Kolkata,Delhi,1,1,0,805,1,1,0.11,2.9
O1013,Standard,BlueDart,Kolkata,Mumbai,4,4,0,913,1,1,0.21,2.04
O1014,Standard,Ecom Express,Lucknow,Delhi,6,9,3,616,0,1,0.07,2.96
O1015,Standard,Ecom Express,Lucknow,Bangalore,6,6,0,877,1,2,0.11,1.21
O1016,Express,Delhivery,Mumbai,Lucknow,3,3,0,1977,1,2,0.26,2.46
O1017,Same-Day,Delhivery,Lucknow,Delhi,1,4,3,735,0,1,0.2,1.44
O1018,Same-Day,Ecom Express,Jaipur,Jaipur,1,4,3,1247,1,1,0.2,2.18
O1019,Standard,Ecom Express,Jaipur,Hyderabad,5,6,1,1193,1,2,0.23,1.08
O1020,Standard,Ecom Express,Jaipur,Chennai,6,8,2,1670,1,3,0.28,1.43
O1021,Express,BlueDart,Chennai,Delhi,2,2,0,1647,1,2,0.25,1.69
O1022,Same-Day,Delhivery,Kolkata,Lucknow,1,2,1,1579,1,3,0.15,1.7
O1023,Same-Day,Delhivery,Mumbai,Mumbai,0,0,0,653,0,3,0.15,2.24
O1024,Same-Day,BlueDart,Kolkata,Lucknow,1,2,1,723,0,1,0.29,1.65
O1025,Same-Day,Delhivery,Jaipur,Lucknow,1,1,0,1554,1,3,0.22,1.4
O1026,Standard,Delhivery,Jaipur,Jaipur,5,5,0,1096,1,1,0.26,2.47
O1027,Express,Ecom Express,Chennai,Jaipur,1,4,3,508,0,1,0.17,2.67
O1028,Standard,Delhivery,Lucknow,Chennai,4,5,1,30,0,2,0.15,2.1
O1029,Express,BlueDart,Chennai,Lucknow,3,3,0,1183,1,3,0.25,1.73
O1030,Express,BlueDart,Hyderabad,Hyderabad,3,4,1,736,0,3,0.19,1.19
O1031,Same-Day,Ecom Express,Hyderabad,Mumbai,0,1,1,1479,1,2,0.12,2.67
O1032,Standard,Ecom Express,Bangalore,Bangalore,4,4,0,50,0,2,0.17,2.41
O1033,Express,Ecom Express,Bangalore,Bangalore,3,4,1,521,0,3,0.2,1.86
O1034,Same-Day,Delhivery,Kolkata,Kolkata,1,1,0,681,0,1,0.29,1.11
O1035,Same-Day,Delhivery,Hyderabad,Chennai,1,1,0,1500,1,3,0.24,2.98
O1036,Standard,Ecom Express,Jaipur,Jaipur,3,5,2,1942,1,2,0.15,1.95
O1037,Standard,Delhivery,Delhi,Lucknow,6,6,0,1805,1,2,0.15,1.45
O1038,Standard,Delhivery,Bangalore,Bangalore,5,5,0,46,0,3,0.14,1.34
O1039,Express,Ecom Express,Kolkata,Jaipur,1,1,0,1643,1,1,0.29,1.38
O1040,Express,Delhivery,Kolkata,Hyderabad,1,2,1,1791,1,3,0.09,1.88
O1041,Same-Day,Delhivery,Chennai,Chennai,0,0,0,1920,1,2,0.08,2.37
O1042,Standard,BlueDart,Jaipur,Hyderabad,4,5,1,1260,1,2,0.29,2.34
O1043,Standard,Delhivery,Kolkata,Hyderabad,6,6,0,390,0,1,0.28,2.84
O1044,Standard,Ecom Express,Jaipur,Jaipur,5,6,1,1872,1,3,0.21,1.57
O1045,Express,BlueDart,Bangalore,Jaipur,2,3,1,896,1,2,0.08,2.12
O1046,Same-Day,Delhivery,Mumbai,Chennai,0,0,0,1085,1,2,0.27,2.5
O1047,Standard,BlueDart,Hyderabad,Hyderabad,3,4,1,101,0,2,0.29,1.1
O1048,Standard,Delhivery,Mumbai,Jaipur,5,6,1,1399,1,2,0.29,2.78
O1049,Standard,Delhivery,Mumbai,Bangalore,3,3,0,97,0,2,0.05,1.48
O1050,Express,Delhivery,Chennai,Chennai,1,4,3,324,0,2,0.22,2.42
O1051,Same-Day,BlueDart,Chennai,Hyderabad,0,0,0,856,1,1,0.25,1.98
O1052,Same-Day,Delhivery,Mumbai,Bangalore,1,2,1,268,0,3,0.08,1.32
O1053,Standard,Ecom Express,Jaipur,Delhi,5,5,0,1961,1,2,0.18,1.57
O1054,Standard,Delhivery,Delhi,Bangalore,3,6,3,1141,1,3,0.3,1.94
