order_id,customer_id,product_id,order_date,order_day_of_week,order_hour,quantity,product_price,discount_amount,discount_percentage,final_price,payment_method,is_cod
O794,C89,P3,2026-03-26,Thursday,20,3,39999,3999.9,10,35999.1,Card,0
O795,C16,P6,2026-01-25,Sunday,15,1,3199,639.8000000000001,20,2559.2,COD,1
O796,C12,P2,2026-01-17,Saturday,7,2,1799,539.6999999999999,30,1259.3000000000002,UPI,0
O797,C11,P5,2026-03-15,Sunday,20,1,3499,349.90000000000003,10,3149.1,UPI,0
O798,C90,P1,2026-02-15,Sunday,8,1,11999,4799.6,40,7199.4,COD,1
O799,C24,P6,2026-01-13,Tuesday,1,3,3199,959.6999999999999,30,2239.3,Card,0
O800,C68,P1,2026-03-29,Sunday,1,3,11999,1199.9,10,10799.1,COD,1
O801,C98,P2,2026-01-29,Thursday,19,3,1799,539.6999999999999,30,1259.3000000000002,UPI,0
O802,C7,P5,2026-02-14,Saturday,20,2,3499,1399.6000000000001,40,2099.3999999999996,UPI,0
O803,C54,P3,2026-01-22,Thursday,10,3,39999,0.0,0,39999.0,COD,1
O804,C28,P5,2026-02-03,Tuesday,2,1,3499,0.0,0,3499.0,Card,0
O805,C97,P1,2026-01-30,Friday,16,3,11999,1199.9,10,10799.1,COD,1
O806,C47,P3,2026-02-02,Monday,21,2,39999,7999.8,20,31999.2,UPI,0
O807,C26,P4,2026-03-18,Wednesday,15,1,24990,4998.0,20,19992.0,Card,0
O808,C11,P1,2026-03-31,Tuesday,13,2,11999,1199.9,10,10799.1,Card,0
O809,C56,P1,2026-02-27,Friday,16,1,11999,2399.8,20,9599.2,Card,0
O810,C36,P6,2026-02-13,Friday,19,1,3199,959.6999999999999,30,2239.3,UPI,0
O811,C10,P4,2026-03-08,Sunday,9,3,24990,9996.0,40,14994.0,Card,0
O812,C53,P4,2026-01-16,Friday,1,2,24990,4998.0,20,19992.0,COD,1
O813,C56,P4,2026-03-06,Friday,21,3,24990,2499.0,10,22491.0,COD,1
O814,C71,P3,2026-01-05,Monday,15,2,39999,3999.9,10,35999.1,Card,0
O815,C89,P5,2026-02-25,Wednesday,21,2,3499,1399.6000000000001,40,2099.3999999999996,COD,1
O816,C68,P6,2026-03-11,Wednesday,5,2,3199,959.6999999999999,30,2239.3,COD,1
O817,C56,P2,2026-02-22,Sunday,14,1,1799,719.6,40,1079.4,COD,1
O818,C10,P2,2026-03-14,Saturday,9,1,1799,539.6999999999999,30,1259.3000000000002,COD,1
O819,C33,P3,2026-03-25,Wednesday,3,2,39999,15999.6,40,23999.4,COD,1
O820,C29,P2,2026-01-07,Wednesday,22,1,1799,719.6,40,1079.4,COD,1
O821,C1,P3,2026-03-04,Wednesday,19,3,39999,3999.9,10,35999.1,COD,1
O822,C72,P1,2026-03-06,Friday,14,2,11999,0.0,0,11999.0,COD,1
O823,C84,P5,2026-03-20,Friday,3,2,3499,349.90000000000003,10,3149.1,Card,0
O824,C94,P3,2026-01-26,Monday,15,2,39999,7999.8,20,31999.2,UPI,0
O825,C94,P5,2026-03-01,Sunday,13,2,3499,349.90000000000003,10,3149.1,COD,1
O826,C70,P6,2026-03-21,Saturday,14,1,3199,639.8000000000001,20,2559.2,COD,1
O827,C76,P2,2026-02-14,Saturday,22,3,1799,539.6999999999999,30,1259.3000000000002,Card,0
O828,C69,P1,2026-03-26,Thursday,9,2,11999,0.0,0,11999.0,Card,0
O829,C72,P3,2026-03-26,Thursday,16,2,39999,3999.9,10,35999.1,Card,0
O830,C78,P4,2026-01-21,Wednesday,7,1,24990,0.0,0,24990.0,UPI,0
O831,C75,P1,2026-02-19,Thursday,13,1,11999,0.0,0,11999.0,Card,0
O832,C70,P5,2026-01-23,Friday,10,1,3499,1049.7,30,2449.3,UPI,0
O833,C37,P1,2026-01-25,Sunday,2,3,11999,0.0,0,11999.0,Card,0
O834,C54,P1,2026-02-13,Friday,5,3,11999,4799.6,40,7199.4,UPI,0
O835,C10,P2,2026-01-18,Sunday,2,2,1799,539.6999999999999,30,1259.3000000000002,Card,0
O836,C85,P3,2026-03-11,Wednesday,10,1,39999,3999.9,10,35999.1,UPI,0
O837,C76,P3,2026-03-20,Friday,16,2,39999,11999.699999999999,30,27999.300000000003,Card,0
O838,C91,P1,2026-02-12,Thursday,1,1,11999,1199.9,10,10799.1,Card,0
O839,C55,P6,2026-03-20,Friday,22,1,3199,639.8000000000001,20,2559.2,COD,1
O840,C71,P3,2026-01-05,Monday,15,3,39999,3999.9,10,35999.1,Card,0
O841,C43,P4,2026-01-26,Monday,17,3,24990,7497.0,30,17493.0,Card,0
O842,C86,P4,2026-03-12,Thursday,4,1,24990,7497.0,30,17493.0,COD,1
O843,C11,P4,2026-02-22,Sunday,23,3,24990,9996.0,40,14994.0,COD,1
O844,C79,P6,2026-03-19,Thursday,20,1,3199,639.8000000000001,20,2559.2,COD,1
O845,C94,P6,2026-03-05,Thursday,22,3,3199,639.8000000000001,20,2559.2,COD,1
O846,C33,P6,2026-02-10,Tuesday,22,3,3199,1279.6000000000001,40,1919.3999999999999,COD,1
O847,C52,P2,2026-03-08,Sunday,7,2,1799,719.6,40,1079.4,COD,1
O848,C45,P2,2026-02-28,Saturday,3,1,1799,539.6999999999999,30,1259.3000000000002,COD,1
O849,C17,P5,2026-01-03,Saturday,12,2,3499,1049.7,30,2449.3,COD,1
O850,C32,P2,2026-01-04,Sunday,19,2,1799,359.8,20,1439.2,Card,0
O851,C38,P2,2026-01-08,Thursday,3,3,1799,539.6999999999999,30,1259.3000000000002,Card,0
O852,C7,P6,2026-03-08,Sunday,8,1,3199,959.6999999999999,30,2239.3,UPI,0
O853,C87,P2,2026-02-07,Saturday,10,3,1799,539.6999999999999,30,1259.3000000000002,COD,1
O854,C14,P3,2026-01-23,Friday,14,2,39999,0.0,0,39999.0,UPI,0
O855,C98,P5,2026-02-05,Thursday,19,3,3499,699.8000000000001,20,2799.2,COD,1
O856,C17,P6,2026-01-19,Monday,19,3,3199,0.0,0,3199.0,COD,1
O857,C94,P6,2026-02-03,Tuesday,8,1,3199,639.8000000000001,20,2559.2,Card,0
O858,C94,P3,2026-01-31,Saturday,6,2,39999,15999.6,40,23999.4,UPI,0
O859,C82,P1,2026-02-12,Thursday,13,3,11999,2399.8,20,9599.2,UPI,0
O860,C27,P2,2026-01-28,Wednesday,10,3,1799,719.6,40,1079.4,Card,0
O861,C91,P2,2026-01-10,Saturday,7,3,1799,719.6,40,1079.4,Card,0
O862,C89,P1,2026-02-10,Tuesday,8,1,11999,4799.6,40,7199.4,UPI,0
O863,C2,P1,2026-03-30,Monday,7,2,11999,3599.7,30,8399.3,UPI,0
O864,C89,P5,2026-01-30,Friday,18,1,3499,1399.6000000000001,40,2099.3999999999996,COD,1
O865,C69,P5,2026-02-22,Sunday,13,3,3499,349.90000000000003,10,3149.1,Card,0
O866,C53,P5,2026-03-12,Thursday,22,2,3499,0.0,0,3499.0,COD,1
O867,C97,P6,2026-02-24,Tuesday,11,1,3199,959.6999999999999,30,2239.3,Card,0
O868,C34,P6,2026-02-27,Friday,13,3,3199,959.6999999999999,30,2239.3,Card,0
O869,C64,P1,2026-03-07,Saturday,2,1,11999,0.0,0,11999.0,Card,0
O870,C52,P3,2026-02-05,Thursday,3,1,39999,7999.8,20,31999.2,UPI,0
O871,C11,P2,2026-01-23,Friday,4,1,1799,179.9,10,1619.1,UPI,0
O872,C55,P4,2026-02-05,Thursday,15,2,24990,2499.0,10,22491.0,COD,1
O873,C75,P1,2026-03-07,Saturday,5,1,11999,4799.6,40,7199.4,COD,1
O874,C29,P4,2026-02-26,Thursday,16,1,24990,7497.0,30,17493.0,UPI,0
O875,C56,P4,2026-03-27,Friday,3,2,24990,0.0,0,24990.0,Card,0
O876,C42,P4,2026-01-10,Saturday,22,3,24990,4998.0,20,19992.0,COD,1
O877,C59,P3,2026-03-22,Sunday,1,3,39999,0.0,0,39999.0,COD,1
O878,C85,P5,2026-01-24,Saturday,23,2,3499,699.8000000000001,20,2799.2,COD,1
O879,C89,P4,2026-01-27,Tuesday,22,1,24990,0.0,0,24990.0,UPI,0
O880,C31,P1,2026-01-24,Saturday,9,1,11999,2399.8,20,9599.2,Card,0
O881,C36,P6,2026-01-15,Thursday,9,2,3199,959.6999999999999,30,2239.3,UPI,0
O882,C1,P5,2026-03-03,Tuesday,15,3,3499,1049.7,30,2449.3,Card,0
O883,C95,P1,2026-02-22,Sunday,12,2,11999,3599.7,30,8399.3,UPI,0
O884,C76,P5,2026-02-22,Sunday,7,3,3499,349.90000000000003,10,3149.1,Card,0
O885,C27,P4,2026-01-03,Saturday,12,1,24990,4998.0,20,19992.0,UPI,0
O886,C24,P2,2026-02-20,Friday,22,1,1799,359.8,20,1439.2,COD,1
O887,C54,P2,2026-01-14,Wednesday,16,2,1799,539.6999999999999,30,1259.3000000000002,COD,1
O888,C67,P2,2026-03-25,Wednesday,12,1,1799,359.8,20,1439.2,COD,1
O889,C20,P5,2026-03-19,Thursday,4,1,3499,1399.6000000000001,40,2099.3999999999996,UPI,0
O890,C91,P4,2026-02-03,Tuesday,20,3,24990,7497.0,30,17493.0,UPI,0
O891,C82,P4,2026-02-01,Sunday,12,1,24990,7497.0,30,17493.0,Card,0
O892,C71,P6,2026-01-30,Friday,14,2,3199,959.6999999999999,30,2239.3,Card,0
O893,C19,P2,2026-03-04,Wednesday,18,1,1799,0.0,0,1799.0,COD,1
O894,C42,P5,2026-02-09,Monday,23,2,3499,349.90000000000003,10,3149.1,COD,1
O895,C27,P4,2026-03-04,Wednesday,17,2,24990,4998.0,20,19992.0,Card,0
O896,C12,P3,2026-01-17,Saturday,0,1,39999,15999.6,40,23999.4,Card,0
O897,C91,P5,2026-03-09,Monday,15,1,3499,1399.6000000000001,40,2099.3999999999996,UPI,0
O898,C33,P5,2026-03-25,Wednesday,5,1,3499,699.8000000000001,20,2799.2,Card,0
O899,C54,P1,2026-01-27,Tuesday,10,3,11999,1199.9,10,10799.1,COD,1
O900,C10,P1,2026-03-31,Tuesday,6,1,11999,0.0,0,11999.0,Card,0
O901,C23,P5,2026-02-14,Saturday,20,1,3499,349.90000000000003,10,3149.1,UPI,0
O902,C23,P4,2026-01-26,Monday,2,3,24990,2499.0,10,22491.0,COD,1
O903,C45,P6,2026-02-19,Thursday,10,3,3199,1279.6000000000001,40,1919.3999999999999,Card,0
O904,C77,P3,2026-01-28,Wednesday,2,3,39999,3999.9,10,35999.1,COD,1
O905,C45,P6,2026-02-11,Wednesday,9,3,3199,0.0,0,3199.0,COD,1
O906,C17,P5,2026-03-09,Monday,2,3,3499,349.90000000000003,10,3149.1,COD,1
O907,C94,P1,2026-03-13,Friday,13,3,11999,2399.8,20,9599.2,COD,1
O908,C60,P5,2026-01-25,Sunday,12,2,3499,349.90000000000003,10,3149.1,Card,0
O909,C29,P6,2026-02-02,Monday,16,1,3199,1279.6000000000001,40,1919.3999999999999,UPI,0
O910,C86,P3,2026-01-04,Sunday,22,2,39999,15999.6,40,23999.4,Card,0
O911,C48,P3,2026-01-20,Tuesday,22,3,39999,3999.9,10,35999.1,COD,1
O912,C61,P4,2026-03-11,Wednesday,8,1,24990,9996.0,40,14994.0,Card,0
O913,C36,P4,2026-01-02,Friday,21,2,24990,7497.0,30,17493.0,Card,0
O914,C67,P6,2026-02-05,Thursday,19,1,3199,1279.6000000000001,40,1919.3999999999999,UPI,0
O915,C8,P4,2026-01-12,Monday,18,2,24990,0.0,0,24990.0,COD,1
O916,C80,P4,2026-02-28,Saturday,2,3,24990,2499.0,10,22491.0,UPI,0
O917,C20,P2,2026-02-05,Thursday,4,3,1799,359.8,20,1439.2,UPI,0
O918,C55,P2,2026-03-04,Wednesday,11,3,1799,359.8,20,1439.2,UPI,0
O919,C56,P1,2026-01-27,Tuesday,22,2,11999,2399.8,20,9599.2,Card,0
O920,C60,P5,2026-01-28,Wednesday,14,2,3499,0.0,0,3499.0,COD,1
O921,C68,P5,2026-02-11,Wednesday,22,1,3499,699.8000000000001,20,2799.2,COD,1
O922,C98,P3,2026-03-11,Wednesday,5,1,39999,11999.699999999999,30,27999.300000000003,Card,0
O923,C69,P5,2026-02-17,Tuesday,19,2,3499,1049.7,30,2449.3,Card,0
O924,C84,P1,2026-03-15,Sunday,12,3,11999,0.0,0,11999.0,COD,1
O925,C65,P2,2026-01-07,Wednesday,2,2,1799,179.9,10,1619.1,UPI,0
O926,C75,P1,2026-01-11,Sunday,5,1,11999,1199.9,10,10799.1,UPI,0
O927,C87,P2,2026-03-12,Thursday,21,2,1799,179.9,10,1619.1,UPI,0
O928,C30,P6,2026-01-18,Sunday,12,2,3199,639.8000000000001,20,2559.2,Card,0
O929,C76,P1,2026-01-04,Sunday,7,3,11999,1199.9,10,10799.1,COD,1
O930,C21,P2,2026-01-06,Tuesday,6,2,1799,539.6999999999999,30,1259.3000000000002,COD,1
O931,C69,P2,2026-02-03,Tuesday,13,1,1799,179.9,10,1619.1,UPI,0
O932,C36,P6,2026-01-02,Friday,5,2,3199,319.90000000000003,10,2879.1,Card,0
O933,C28,P5,2026-02-03,Tuesday,23,3,3499,0.0,0,3499.0,Card,0
O934,C96,P1,2026-01-23,Friday,13,3,11999,3599.7,30,8399.3,Card,0
O935,C22,P4,2026-02-28,Saturday,13,1,24990,7497.0,30,17493.0,UPI,0
O936,C83,P6,2026-02-13,Friday,21,2,3199,0.0,0,3199.0,Card,0
O937,C12,P1,2026-01-15,Thursday,11,3,11999,0.0,0,11999.0,Card,0
O938,C38,P1,2026-02-25,Wednesday,8,2,11999,3599.7,30,8399.3,Card,0
O939,C33,P1,2026-01-19,Monday,19,3,11999,0.0,0,11999.0,UPI,0
O940,C22,P1,2026-02-02,Monday,23,3,11999,0.0,0,11999.0,UPI,0
O941,C82,P3,2026-03-02,Monday,6,2,39999,7999.8,20,31999.2,Card,0
O942,C47,P2,2026-02-22,Sunday,6,1,1799,539.6999999999999,30,1259.3000000000002,Card,0
O943,C49,P1,2026-02-11,Wednesday,7,1,11999,4799.6,40,7199.4,UPI,0
O944,C45,P3,2026-01-02,Friday,10,2,39999,7999.8,20,31999.2,UPI,0
O945,C37,P2,2026-02-02,Monday,12,1,1799,719.6,40,1079.4,COD,1
O946,C35,P3,2026-02-07,Saturday,10,2,39999,11999.699999999999,30,27999.300000000003,COD,1
O947,C31,P4,2026-01-31,Saturday,12,3,24990,2499.0,10,22491.0,UPI,0
O948,C38,P4,2026-02-21,Saturday,17,2,24990,4998.0,20,19992.0,COD,1
O949,C3,P2,2026-03-23,Monday,10,3,1799,719.6,40,1079.4,Card,0
O950,C41,P1,2026-02-06,Friday,0,3,11999,2399.8,20,9599.2,UPI,0
O951,C99,P6,2026-03-21,Saturday,7,1,3199,1279.6000000000001,40,1919.3999999999999,Card,0
O952,C60,P4,2026-03-22,Sunday,15,3,24990,0.0,0,24990.0,UPI,0
O953,C10,P1,2026-01-23,Friday,15,3,11999,1199.9,10,10799.1,UPI,0
O954,C93,P3,2026-01-31,Saturday,5,2,39999,15999.6,40,23999.4,Card,0
O955,C23,P6,2026-01-05,Monday,21,3,3199,959.6999999999999,30,2239.3,Card,0
O956,C2,P1,2026-03-10,Tuesday,22,1,11999,3599.7,30,8399.3,UPI,0
O957,C78,P2,2026-03-22,Sunday,20,2,1799,539.6999999999999,30,1259.3000000000002,COD,1
O958,C73,P5,2026-01-19,Monday,7,2,3499,349.90000000000003,10,3149.1,UPI,0
O959,C26,P2,2026-03-30,Monday,14,2,1799,539.6999999999999,30,1259.3000000000002,Card,0
O960,C18,P1,2026-02-17,Tuesday,18,2,11999,2399.8,20,9599.2,UPI,0
O961,C89,P6,2026-03-30,Monday,4,1,3199,1279.6000000000001,40,1919.3999999999999,UPI,0
O962,C68,P5,2026-03-07,Saturday,23,3,3499,1049.7,30,2449.3,UPI,0
O963,C18,P6,2026-03-24,Tuesday,5,3,3199,959.6999999999999,30,2239.3,COD,1
O964,C62,P2,2026-02-05,Thursday,19,3,1799,0.0,0,1799.0,Card,0
O965,C81,P2,2026-03-09,Monday,7,3,1799,179.9,10,1619.1,UPI,0
O966,C1,P5,2026-03-10,Tuesday,2,1,3499,1049.7,30,2449.3,Card,0
O967,C36,P3,2026-03-30,Monday,22,2,39999,3999.9,10,35999.1,COD,1
O968,C75,P3,2026-03-08,Sunday,9,1,39999,3999.9,10,35999.1,COD,1
O969,C56,P2,2026-01-11,Sunday,15,1,1799,0.0,0,1799.0,Card,0
O970,C88,P2,2026-02-26,Thursday,20,1,1799,719.6,40,1079.4,Card,0
O971,C34,P6,2026-03-07,Saturday,9,3,3199,639.8000000000001,20,2559.2,UPI,0
O972,C52,P5,2026-01-24,Saturday,15,1,3499,699.8000000000001,20,2799.2,Card,0
O973,C30,P2,2026-01-24,Saturday,6,1,1799,179.9,10,1619.1,COD,1
O974,C52,P6,2026-01-27,Tuesday,18,3,3199,319.90000000000003,10,2879.1,UPI,0
O975,C15,P5,2026-03-08,Sunday,15,3,3499,1399.6000000000001,40,2099.3999999999996,UPI,0
O976,C62,P6,2026-02-15,Sunday,23,2,3199,959.6999999999999,30,2239.3,UPI,0
O977,C53,P6,2026-01-18,Sunday,14,2,3199,0.0,0,3199.0,Card,0
O978,C28,P4,2026-02-11,Wednesday,17,3,24990,2499.0,10,22491.0,COD,1
O979,C45,P2,2026-03-17,Tuesday,15,1,1799,539.6999999999999,30,1259.3000000000002,Card,0
O980,C4,P6,2026-03-10,Tuesday,11,2,3199,639.8000000000001,20,2559.2,COD,1
O981,C83,P5,2026-03-15,Sunday,6,3,3499,0.0,0,3499.0,UPI,0
O982,C58,P3,2026-01-03,Saturday,4,1,39999,7999.8,20,31999.2,UPI,0
O983,C27,P4,2026-02-02,Monday,19,3,24990,0.0,0,24990.0,COD,1
O984,C46,P3,2026-02-17,Tuesday,0,3,39999,11999.699999999999,30,27999.300000000003,COD,1
O985,C91,P5,2026-01-12,Monday,17,1,3499,1399.6000000000001,40,2099.3999999999996,COD,1
O986,C88,P5,2026-02-05,Thursday,14,2,3499,349.90000000000003,10,3149.1,Card,0
O987,C26,P2,2026-02-25,Wednesday,0,2,1799,719.6,40,1079.4,UPI,0
O988,C91,P6,2026-03-10,Tuesday,14,3,3199,319.90000000000003,10,2879.1,Card,0
O989,C96,P1,2026-03-10,Tuesday,19,1,11999,1199.9,10,10799.1,Card,0
O990,C17,P5,2026-02-04,Wednesday,7,1,3499,699.8000000000001,20,2799.2,COD,1
O991,C47,P4,2026-01-27,Tuesday,12,1,24990,7497.0,30,17493.0,UPI,0
O992,C59,P5,2026-03-16,Monday,23,3,3499,0.0,0,3499.0,COD,1
O993,C22,P4,2026-01-27,Tuesday,2,3,24990,4998.0,20,19992.0,UPI,0
O994,C52,P6,2026-01-13,Tuesday,11,2,3199,639.8000000000001,20,2559.2,COD,1
O995,C42,P2,2026-01-03,Saturday,8,3,1799,359.8,20,1439.2,COD,1
O996,C86,P6,2026-01-08,Thursday,19,1,3199,639.8000000000001,20,2559.2,UPI,0
O997,C7,P5,2026-03-27,Friday,5,2,3499,0.0,0,3499.0,COD,1
O998,C9,P2,2026-02-12,Thursday,0,2,1799,0.0,0,1799.0,Card,0
O999,C95,P4,2026-01-29,Thursday,2,2,24990,0.0,0,24990.0,COD,1
O1000,C85,P2,2026-01-01,Thursday,9,2,1799,539.6999999999999,30,1259.3000000000002,UPI,0
O1001,C68,P3,2026-01-26,Monday,4,1,39999,15999.6,40,23999.4,COD,1
O1002,C55,P3,2026-02-02,Monday,5,3,39999,7999.8,20,31999.2,UPI,0
O1003,C64,P3,2026-01-19,Monday,18,3,39999,0.0,0,39999.0,Card,0
O1004,C11,P3,2026-01-31,Saturday,5,2,39999,7999.8,20,31999.2,COD,1
O1005,C72,P1,2026-02-03,Tuesday,17,2,11999,0.0,0,11999.0,Card,0
O1006,C3,P2,2026-03-12,Thursday,14,3,1799,0.0,0,1799.0,Card,0
O1007,C41,P3,2026-01-30,Friday,14,1,39999,0.0,0,39999.0,Card,0
O1008,C54,P5,2026-03-06,Friday,5,2,3499,1399.6000000000001,40,2099.3999999999996,COD,1
O1009,C47,P3,2026-03-09,Monday,1,3,39999,7999.8,20,31999.2,Card,0
O1010,C18,P3,2026-03-11,Wednesday,19,2,39999,3999.9,10,35999.1,UPI,0
O1011,C57,P6,2026-02-08,Sunday,0,1,3199,639.8000000000001,20,2559.2,Card,0
O1012,C40,P2,2026-03-03,Tuesday,5,1,1799,539.6999999999999,30,1259.3000000000002,COD,1
O1013,C26,P6,2026-01-18,Sunday,12,1,3199,1279.6000000000001,40,1919.3999999999999,Card,0
O1014,C40,P6,2026-03-09,Monday,3,3,3199,1279.6000000000001,40,1919.3999999999999,UPI,0
O1015,C68,P1,2026-02-13,Friday,8,1,11999,3599.7,30,8399.3,UPI,0
O1016,C22,P6,2026-03-19,Thursday,19,2,3199,319.90000000000003,10,2879.1,Card,0
O1017,C38,P5,2026-02-02,Monday,20,3,3499,699.8000000000001,20,2799.2,UPI,0
O1018,C77,P1,2026-03-27,Friday,8,1,11999,3599.7,30,8399.3,Card,0
O1019,C34,P1,2026-03-24,Tuesday,3,3,11999,0.0,0,11999.0,COD,1
O1020,C94,P4,2026-03-24,Tuesday,14,2,24990,9996.0,40,14994.0,Card,0
O1021,C33,P3,2026-01-24,Saturday,0,3,39999,7999.8,20,31999.2,COD,1
O1022,C78,P4,2026-02-05,Thursday,14,1,24990,4998.0,20,19992.0,UPI,0
O1023,C26,P2,2026-01-23,Friday,15,1,1799,359.8,20,1439.2,UPI,0
O1024,C5,P6,2026-03-23,Monday,5,2,3199,319.90000000000003,10,2879.1,UPI,0
O1025,C88,P1,2026-01-15,Thursday,6,3,11999,2399.8,20,9599.2,Card,0
O1026,C69,P5,2026-01-12,Monday,22,3,3499,1049.7,30,2449.3,UPI,0
O1027,C83,P2,2026-03-20,Friday,18,1,1799,359.8,20,1439.2,COD,1
O1028,C24,P4,2026-01-29,Thursday,7,1,24990,7497.0,30,17493.0,Card,0
O1029,C78,P4,2026-01-25,Sunday,13,1,24990,9996.0,40,14994.0,Card,0
O1030,C54,P6,2026-02-03,Tuesday,13,2,3199,639.8000000000001,20,2559.2,COD,1
O1031,C58,P5,2026-04-01,Wednesday,15,3,3499,699.8000000000001,20,2799.2,COD,1
O1032,C32,P3,2026-03-21,Saturday,14,2,39999,15999.6,40,23999.4,UPI,0
O1033,C96,P2,2026-01-09,Friday,21,2,1799,0.0,0,1799.0,Card,0
O1034,C85,P6,2026-01-18,Sunday,12,1,3199,959.6999999999999,30,2239.3,UPI,0
O1035,C80,P4,2026-03-17,Tuesday,3,1,24990,9996.0,40,14994.0,COD,1
O1036,C69,P3,2026-01-04,Sunday,20,2,39999,0.0,0,39999.0,UPI,0
O1037,C22,P1,2026-02-13,Friday,5,1,11999,2399.8,20,9599.2,UPI,0
O1038,C15,P3,2026-03-24,Tuesday,20,1,39999,7999.8,20,31999.2,UPI,0
O1039,C69,P1,2026-03-09,Monday,0,1,11999,2399.8,20,9599.2,UPI,0
O1040,C34,P3,2026-03-21,Saturday,15,1,39999,15999.6,40,23999.4,COD,1
O1041,C61,P3,2026-01-23,Friday,16,1,39999,11999.699999999999,30,27999.300000000003,COD,1
O1042,C30,P5,2026-03-17,Tuesday,16,1,3499,0.0,0,3499.0,UPI,0
O1043,C100,P6,2026-01-09,Friday,10,1,3199,639.8000000000001,20,2559.2,COD,1
O1044,C75,P1,2026-03-26,Thursday,22,3,11999,0.0,0,11999.0,Card,0
O1045,C75,P4,2026-01-18,Sunday,14,1,24990,4998.0,20,19992.0,Card,0
O1046,C76,P4,2026-03-20,Friday,12,2,24990,7497.0,30,17493.0,UPI,0
O1047,C100,P4,2026-03-15,Sunday,17,1,24990,4998.0,20,19992.0,Card,0
O1048,C98,P4,2026-03-29,Sunday,13,3,24990,9996.0,40,14994.0,Card,0
O1049,C15,P4,2026-02-10,Tuesday,2,3,24990,2499.0,10,22491.0,UPI,0
O1050,C6,P6,2026-02-12,Thursday,5,2,3199,319.90000000000003,10,2879.1,UPI,0
O1051,C31,P1,2026-01-27,Tuesday,20,3,11999,2399.8,20,9599.2,UPI,0
O1052,C32,P6,2026-03-18,Wednesday,0,3,3199,959.6999999999999,30,2239.3,COD,1
O1053,C2,P1,2026-03-04,Wednesday,2,1,11999,4799.6,40,7199.4,UPI,0
O1054,C45,P6,2026-03-14,Saturday,8,1,3199,0.0,0,3199.0,UPI,0
O1055,C58,P2,2026-01-14,Wednesday,3,1,1799,0.0,0,1799.0,UPI,0
O1056,C89,P5,2026-01-19,Monday,14,3,3499,0.0,0,3499.0,Card,0
O1057,C25,P4,2026-02-02,Monday,5,2,24990,7497.0,30,17493.0,COD,1
O1058,C33,P5,2026-03-26,Thursday,23,2,3499,0.0,0,3499.0,UPI,0
O1059,C17,P1,2026-01-15,Thursday,21,1,11999,3599.7,30,8399.3,Card,0
O1060,C52,P5,2026-03-29,Sunday,7,1,3499,1049.7,30,2449.3,COD,1
O1061,C3,P4,2026-01-10,Saturday,0,3,24990,7497.0,30,17493.0,Card,0
O1062,C94,P4,2026-02-02,Monday,11,3,24990,7497.0,30,17493.0,UPI,0
O1063,C20,P6,2026-02-19,Thursday,8,1,3199,639.8000000000001,20,2559.2,Card,0
O1064,C100,P5,2026-01-30,Friday,12,1,3499,699.8000000000001,20,2799.2,COD,1
O1065,C63,P1,2026-02-11,Wednesday,21,2,11999,1199.9,10,10799.1,Card,0
O1066,C60,P2,2026-03-01,Sunday,17,2,1799,359.8,20,1439.2,Card,0
O1067,C73,P2,2026-02-22,Sunday,1,1,1799,179.9,10,1619.1,UPI,0
O1068,C38,P4,2026-01-27,Tuesday,12,3,24990,2499.0,10,22491.0,UPI,0
O1069,C41,P2,2026-01-17,Saturday,15,2,1799,719.6,40,1079.4,Card,0
O1070,C36,P6,2026-02-12,Thursday,2,2,3199,639.8000000000001,20,2559.2,COD,1
O1071,C20,P2,2026-02-27,Friday,15,2,1799,179.9,10,1619.1,UPI,0
O1072,C16,P4,2026-02-22,Sunday,5,3,24990,9996.0,40,14994.0,Card,0
O1073,C82,P5,2026-01-13,Tuesday,1,1,3499,1049.7,30,2449.3,UPI,0
O1074,C49,P5,2026-01-03,Saturday,15,3,3499,1399.6000000000001,40,2099.3999999999996,UPI,0
O1075,C9,P5,2026-01-20,Tuesday,3,3,3499,349.90000000000003,10,3149.1,Card,0
O1076,C96,P3,2026-03-21,Saturday,18,2,39999,3999.9,10,35999.1,UPI,0
O1077,C82,P2,2026-03-25,Wednesday,7,3,1799,359.8,20,1439.2,UPI,0
O1078,C51,P2,2026-03-21,Saturday,0,3,1799,719.6,40,1079.4,COD,1
O1079,C2,P5,2026-02-18,Wednesday,10,2,3499,1399.6000000000001,40,2099.3999999999996,UPI,0
O1080,C73,P6,2026-02-27,Friday,21,1,3199,639.8000000000001,20,2559.2,Card,0
O1081,C46,P4,2026-03-15,Sunday,7,1,24990,0.0,0,24990.0,COD,1
O1082,C1,P3,2026-02-28,Saturday,20,2,39999,0.0,0,39999.0,Card,0
O1083,C79,P5,2026-01-01,Thursday,13,3,3499,349.90000000000003,10,3149.1,COD,1
O1084,C27,P4,2026-03-19,Thursday,22,1,24990,7497.0,30,17493.0,UPI,0
O1085,C65,P6,2026-03-15,Sunday,6,3,3199,0.0,0,3199.0,Card,0
O1086,C16,P4,2026-03-18,Wednesday,13,3,24990,4998.0,20,19992.0,COD,1
O1087,C72,P1,2026-02-06,Friday,5,1,11999,0.0,0,11999.0,COD,1
O1088,C41,P4,2026-02-27,Friday,0,3,24990,0.0,0,24990.0,UPI,0
O1089,C6,P3,2026-02-27,Friday,11,3,39999,11999.699999999999,30,27999.300000000003,UPI,0
