order_id,shipping_mode,courier_partner,warehouse_city,delivery_city,expected_delivery_days,actual_delivery_days,delivery_delay,distance_km,is_remote_area,delivery_attempts,courier_delay_rate,warehouse_processing_time
O707,Express,BlueDart,Jaipur,Chennai,3,5,2,504,0,3,0.31,1.39
O708,Express,Delhivery,Lucknow,Hyderabad,2,3,1,1709,1,2,0.38,1.01
O709,Standard,BlueDart,Jaipur,Kolkata,6,6,0,901,1,3,0.15,1.54
O710,Standard,Delhivery,Lucknow,Lucknow,5,5,0,617,0,3,0.13,1.8
O711,Standard,BlueDart,Hyderabad,Kolkata,3,5,2,1075,1,2,0.29,1.76
O712,Standard,Ecom Express,Mumbai,Jaipur,6,6,0,1247,1,2,0.18,2.36
O713,Express,Ecom Express,Lucknow,Delhi,2,2,0,1649,1,2,0.06,2.19
O714,Same-Day,Ecom Express,Delhi,Lucknow,0,0,0,888,1,2,0.05,2.96
O715,Standard,BlueDart,Mumbai,Delhi,5,5,0,1918,1,2,0.17,1.58
O716,Same-Day,Ecom Express,Delhi,Lucknow,1,2,1,793,0,2,0.17,2.43
O717,Standard,BlueDart,Bangalore,Lucknow,4,4,0,293,0,3,0.27,2.83
O718,Standard,BlueDart,Lucknow,Chennai,5,5,0,1881,1,1,0.13,2.56
O719,Standard,Delhivery,Bangalore,Delhi,4,6,2,1734,1,1,0.31,1.44
O720,Standard,Delhivery,Delhi,Bangalore,5,6,1,1951,1,3,0.3,2.77
O721,Express,BlueDart,Lucknow,Hyderabad,3,3,0,1340,1,1,0.07,2.99
O722,Standard,Ecom Express,Bangalore,Mumbai,3,3,0,991,1,1,0.08,1.74
O723,Express,BlueDart,Hyderabad,Bangalore,1,1,0,1676,1,2,0.06,2.14
O724,Standard,Ecom Express,Mumbai,Mumbai,6,6,0,1220,1,3,0.19,1.62
O725,Standard,BlueDart,Delhi,Delhi,6,6,0,851,1,3,0.11,2.91
O726,Standard,Ecom Express,Mumbai,Jaipur,4,5,1,976,1,1,0.21,1.09
O727,Standard,BlueDart,Lucknow,Bangalore,6,8,2,459,0,2,0.28,2.76
O728,Same-Day,Delhivery,Jaipur,Chennai,1,1,0,1090,1,2,0.1,2.1
O729,Standard,BlueDart,Jaipur,Mumbai,4,4,0,1125,1,1,0.19,1.66
O730,Express,BlueDart,Jaipur,Mumbai,3,3,0,107,0,1,0.1,1.37
O731,Standard,Delhivery,Mumbai,Kolkata,5,5,0,1852,1,1,0.07,1.17
O732,Express,BlueDart,Jaipur,Chennai,1,1,0,1235,1,1,0.22,1.35
O733,Express,Ecom Express,Delhi,Delhi,1,1,0,650,0,1,0.27,2.33
O734,Express,Ecom Express,Bangalore,Bangalore,3,3,0,736,0,1,0.13,1.67
O735,Standard,Delhivery,Lucknow,Chennai,5,5,0,906,1,1,0.24,2.41
O736,Standard,Ecom Express,Mumbai,Mumbai,5,5,0,1455,1,1,0.05,1.79
O737,Express,BlueDart,Delhi,Bangalore,3,3,0,29,0,1,0.27,1.86
O738,Express,BlueDart,Delhi,Chennai,1,1,0,152,0,3,0.14,2.52
O739,Express,Ecom Express,Bangalore,Lucknow,1,1,0,98,0,3,0.05,2.14
O740,Standard,Ecom Express,Chennai,Mumbai,6,8,2,982,1,3,0.32,2.43
O741,Express,Delhivery,Bangalore,Kolkata,2,2,0,633,0,2,0.17,1.75
O742,Express,BlueDart,Kolkata,Jaipur,1,1,0,334,0,2,0.08,1.78
O743,Standard,Delhivery,Hyderabad,Lucknow,4,5,1,1197,1,1,0.23,2.71
O744,Express,BlueDart,Hyderabad,Hyderabad,3,3,0,86,0,1,0.21,2.92
O745,Standard,Delhivery,Chennai,Jaipur,5,8,3,502,0,3,0.23,2.95
O746,Express,Delhivery,Delhi,Bangalore,3,3,0,1622,1,3,0.23,2.54
O747,Standard,Delhivery,Delhi,Bangalore,4,5,1,1957,1,2,0.24,2.04
O748,Standard,Delhivery,Hyderabad,Hyderabad,3,4,1,1428,1,3,0.34,1.01
O749,Standard,Ecom Express,Mumbai,Chennai,3,3,0,1330,1,3,0.19,1.98
O750,Standard,Ecom Express,Mumbai,Delhi,3,3,0,893,1,3,0.2,1.63
O751,Same-Day,BlueDart,Hyderabad,Bangalore,0,0,0,786,0,1,0.19,1.75
O752,Standard,Ecom Express,Mumbai,Bangalore,4,5,1,1650,1,3,0.18,2.44
O753,Express,Ecom Express,Delhi,Lucknow,3,5,2,442,0,1,0.21,1.55
O754,Standard,Ecom Express,Hyderabad,Mumbai,3,3,0,140,0,3,0.05,1.25
O755,Express,Delhivery,Hyderabad,Lucknow,1,1,0,1303,1,1,0.08,1.88
O756,Express,Ecom Express,Mumbai,Delhi,3,3,0,1798,1,2,0.13,1.09
O757,Standard,BlueDart,Lucknow,Delhi,3,3,0,710,0,2,0.15,2.17
O758,Standard,Ecom Express,Mumbai,Bangalore,3,7,4,1405,1,2,0.22,2.73
O759,Standard,Ecom Express,Chennai,Chennai,4,5,1,249,0,1,0.31,1.78
O760,Express,BlueDart,Jaipur,Mumbai,1,1,0,864,1,2,0.17,2.51
O761,Express,Ecom Express,Chennai,Jaipur,1,1,0,177,0,2,0.13,1.07
O762,Standard,Ecom Express,Jaipur,Lucknow,4,6,2,1473,1,1,0.26,1.26
O763,Standard,Ecom Express,Delhi,Chennai,3,4,1,186,0,3,0.24,2.31
O764,Standard,Ecom Express,Lucknow,Kolkata,3,5,2,1395,1,3,0.39,2.24
O765,Express,Ecom Express,Jaipur,Kolkata,3,3,0,642,0,2,0.11,2.12
O766,Express,Ecom Express,Hyderabad,Lucknow,2,3,1,1999,1,1,0.21,2.9
O767,Express,BlueDart,Bangalore,Bangalore,1,2,1,166,0,2,0.4,1.53
O768,Same-Day,Ecom Express,Kolkata,Bangalore,1,1,0,1027,1,1,0.14,1.48
O769,Standard,BlueDart,Hyderabad,Jaipur,6,6,0,796,0,2,0.08,1.35
O770,Standard,Delhivery,Kolkata,Lucknow,5,6,1,1900,1,1,0.34,2.19
O771,Express,Delhivery,Lucknow,Delhi,3,4,1,785,0,2,0.18,1.74
O772,Express,BlueDart,Hyderabad,Bangalore,1,1,0,793,0,1,0.25,1.31
O773,Express,BlueDart,Hyderabad,Jaipur,2,3,1,1819,1,3,0.34,1.45
O774,Same-Day,Delhivery,Kolkata,Jaipur,0,2,2,1020,1,3,0.29,1.18
O775,Standard,Ecom Express,Lucknow,Kolkata,5,5,0,1675,1,2,0.12,2.36
O776,Standard,Delhivery,Jaipur,Hyderabad,6,6,0,402,0,2,0.27,2.64
O777,Standard,Delhivery,Lucknow,Hyderabad,6,6,0,275,0,1,0.08,2.82
O778,Standard,Ecom Express,Bangalore,Lucknow,4,5,1,1671,1,1,0.16,1.3
O779,Express,Ecom Express,Chennai,Hyderabad,2,2,0,953,1,1,0.29,2.38
O780,Standard,Delhivery,Hyderabad,Jaipur,6,6,0,1088,1,1,0.1,2.24
O781,Same-Day,Ecom Express,Lucknow,Lucknow,1,1,0,365,0,1,0.14,2.44
O782,Express,Delhivery,Hyderabad,Mumbai,1,2,1,308,0,3,0.3,1.35
O783,Express,Delhivery,Hyderabad,Bangalore,3,3,0,1425,1,2,0.16,2.01
O784,Standard,Ecom Express,Delhi,Bangalore,6,6,0,98,0,1,0.15,1.2
O785,Standard,Ecom Express,Delhi,Mumbai,3,5,2,730,0,3,0.17,2.72
O786,Standard,BlueDart,Delhi,Bangalore,5,5,0,1098,1,1,0.1,2.94
O787,Standard,BlueDart,Delhi,Delhi,4,7,3,1888,1,3,0.35,2.98
O788,Standard,Delhivery,Kolkata,Lucknow,6,6,0,122,0,3,0.06,1.78
O789,Express,BlueDart,Chennai,Bangalore,1,1,0,141,0,1,0.26,1.01
O790,Express,Delhivery,Jaipur,Chennai,1,1,0,1342,1,1,0.15,1.11
O791,Express,Ecom Express,Chennai,Hyderabad,3,3,0,1701,1,2,0.06,1.64
O792,Express,Delhivery,Kolkata,Kolkata,3,4,1,1356,1,2,0.26,1.03
O793,Standard,Delhivery,Lucknow,Delhi,4,5,1,1215,1,1,0.35,1.04
O794,Standard,Ecom Express,Mumbai,Kolkata,3,3,0,150,0,1,0.13,2.88
O795,Express,Ecom Express,Lucknow,Kolkata,3,3,0,831,1,1,0.07,1.85
O796,Standard,Ecom Express,Lucknow,Chennai,4,4,0,901,1,3,0.19,1.7
O797,Standard,Delhivery,Bangalore,Chennai,4,6,2,241,0,3,0.32,2.57
O798,Same-Day,BlueDart,Lucknow,Hyderabad,0,3,3,301,0,2,0.22,1.57
O799,Standard,BlueDart,Chennai,Hyderabad,6,7,1,19,0,2,0.29,2.53
O800,Same-Day,BlueDart,Kolkata,Chennai,1,1,0,1896,1,2,0.22,1.07
O801,Same-Day,BlueDart,Chennai,Hyderabad,0,1,1,727,0,3,0.26,1.37
O802,Standard,Ecom Express,Lucknow,Kolkata,4,5,1,1170,1,3,0.15,1.74
O803,Same-Day,Ecom Express,Chennai,Mumbai,1,1,0,1386,1,3,0.21,2.12
O804,Standard,BlueDart,Hyderabad,Delhi,5,5,0,852,1,2,0.23,2.57
O805,Standard,Ecom Express,Lucknow,Lucknow,4,4,0,1547,1,2,0.11,2.76
O806,Standard,Ecom Express,Chennai,Bangalore,4,9,5,464,0,1,0.21,1.21
O807,Express,BlueDart,Kolkata,Bangalore,3,5,2,359,0,1,0.22,2.42
O808,Standard,BlueDart,Jaipur,Lucknow,4,5,1,1764,1,2,0.25,1.13
O809,Standard,Delhivery,Lucknow,Chennai,3,4,1,294,0,2,0.36,2.73
O810,Standard,Ecom Express,Jaipur,Mumbai,4,5,1,682,0,1,0.38,2.22
O811,Express,Delhivery,Mumbai,Jaipur,3,3,0,616,0,1,0.28,2.1
O812,Standard,Delhivery,Hyderabad,Lucknow,4,4,0,395,0,1,0.13,1.59
O813,Express,Ecom Express,Jaipur,Jaipur,1,2,1,621,0,3,0.36,1.07
O814,Standard,Delhivery,Lucknow,Mumbai,5,6,1,786,0,2,0.37,1.13
O815,Standard,Delhivery,Delhi,Jaipur,5,6,1,430,0,1,0.35,2.22
O816,Express,Delhivery,Hyderabad,Bangalore,1,1,0,923,1,1,0.18,1.31
O817,Standard,Delhivery,Bangalore,Bangalore,4,4,0,681,0,1,0.1,1.82
O818,Express,BlueDart,Jaipur,Delhi,3,3,0,1850,1,1,0.24,2.22
O819,Standard,Delhivery,Mumbai,Delhi,4,4,0,1845,1,1,0.28,2.47
O820,Standard,Delhivery,Delhi,Chennai,4,9,5,486,0,3,0.22,1.14
O821,Standard,BlueDart,Bangalore,Delhi,3,3,0,935,1,2,0.06,2.63
O822,Express,Ecom Express,Lucknow,Lucknow,3,6,3,1813,1,2,0.36,1.83
O823,Same-Day,BlueDart,Delhi,Mumbai,0,2,2,1900,1,3,0.27,1.3
O824,Standard,Ecom Express,Chennai,Bangalore,3,4,1,1648,1,3,0.21,2.01
O825,Standard,Delhivery,Delhi,Hyderabad,4,6,2,1289,1,1,0.17,1.09
O826,Standard,Ecom Express,Bangalore,Kolkata,4,4,0,1432,1,3,0.28,2.95
O827,Standard,Delhivery,Kolkata,Mumbai,6,6,0,601,0,1,0.2,2.24
O828,Standard,Delhivery,Delhi,Bangalore,5,8,3,1510,1,2,0.39,2.5
O829,Express,Ecom Express,Chennai,Jaipur,1,6,5,339,0,3,0.37,1.77
O830,Express,BlueDart,Bangalore,Lucknow,3,3,0,1110,1,2,0.18,2.04
O831,Standard,Ecom Express,Jaipur,Lucknow,3,3,0,559,0,3,0.22,1.14
O832,Standard,Ecom Express,Hyderabad,Jaipur,6,6,0,532,0,1,0.29,2.2
O833,Express,Ecom Express,Delhi,Hyderabad,1,2,1,931,1,1,0.25,2.77
O834,Express,BlueDart,Mumbai,Delhi,1,1,0,1344,1,1,0.13,2.73
O835,Express,BlueDart,Hyderabad,Lucknow,3,4,1,655,0,2,0.32,2.62
O836,Express,BlueDart,Bangalore,Lucknow,3,3,0,1569,1,3,0.22,1.68
O837,Standard,Delhivery,Mumbai,Mumbai,3,3,0,94,0,3,0.07,2.7
O838,Standard,Ecom Express,Kolkata,Hyderabad,3,3,0,767,0,3,0.09,1.87
O839,Standard,BlueDart,Chennai,Delhi,5,12,7,1835,1,1,0.36,2.35
O840,Express,Ecom Express,Jaipur,Jaipur,2,2,0,1312,1,3,0.15,2.89
O841,Same-Day,Delhivery,Jaipur,Delhi,1,2,1,1488,1,1,0.19,1.39
O842,Same-Day,BlueDart,Lucknow,Lucknow,0,0,0,587,0,3,0.28,2.14
O843,Express,Ecom Express,Chennai,Chennai,2,2,0,1771,1,3,0.22,1.19
O844,Standard,Delhivery,Delhi,Kolkata,3,5,2,1511,1,3,0.15,1.01
O845,Standard,BlueDart,Hyderabad,Chennai,6,6,0,391,0,3,0.27,2.1
O846,Standard,Delhivery,Lucknow,Kolkata,6,6,0,1730,1,2,0.18,1.86
O847,Same-Day,Ecom Express,Jaipur,Jaipur,0,2,2,1733,1,3,0.35,2.92
O848,Express,BlueDart,Delhi,Delhi,3,3,0,175,0,2,0.16,1.5
O849,Standard,Delhivery,Delhi,Kolkata,3,3,0,1998,1,1,0.22,2.7
O850,Same-Day,Delhivery,Jaipur,Kolkata,0,0,0,1087,1,2,0.17,1.19
O851,Express,Ecom Express,Delhi,Mumbai,3,10,7,347,0,2,0.3,2.91
O852,Standard,Ecom Express,Chennai,Kolkata,5,5,0,1991,1,2,0.22,1.36
O853,Standard,Delhivery,Kolkata,Hyderabad,6,7,1,776,0,3,0.36,1.28
O854,Standard,Delhivery,Lucknow,Mumbai,5,6,1,672,0,3,0.22,1.27
O855,Express,Delhivery,Lucknow,Kolkata,3,3,0,978,1,3,0.2,1.97
O856,Standard,BlueDart,Jaipur,Chennai,5,5,0,1409,1,2,0.07,2.02
O857,Standard,BlueDart,Hyderabad,Chennai,6,6,0,951,1,2,0.23,2.07
O858,Express,Ecom Express,Delhi,Jaipur,2,2,0,1595,1,3,0.21,2.61
O859,Standard,Delhivery,Jaipur,Hyderabad,3,4,1,1716,1,2,0.22,2.2
O860,Same-Day,Delhivery,Hyderabad,Kolkata,1,1,0,1099,1,3,0.25,1.66
O861,Standard,Delhivery,Kolkata,Bangalore,4,4,0,1272,1,2,0.3,1.47
O862,Standard,Ecom Express,Kolkata,Mumbai,5,8,3,1879,1,3,0.2,2.82
O863,Standard,BlueDart,Bangalore,Bangalore,4,5,1,1695,1,3,0.34,2.83
O864,Standard,BlueDart,Kolkata,Lucknow,4,4,0,853,1,3,0.08,1.46
O865,Standard,BlueDart,Jaipur,Kolkata,4,5,1,1236,1,2,0.19,2.88
O866,Standard,Delhivery,Kolkata,Chennai,3,3,0,667,0,2,0.24,1.37
O867,Standard,Delhivery,Chennai,Jaipur,5,5,0,488,0,2,0.13,2.8
O868,Standard,Delhivery,Kolkata,Bangalore,5,5,0,1228,1,1,0.17,1.16
O869,Express,Delhivery,Hyderabad,Delhi,1,1,0,213,0,2,0.08,1.37
O870,Express,BlueDart,Lucknow,Jaipur,3,3,0,1600,1,1,0.16,1.54
O871,Express,Delhivery,Delhi,Jaipur,3,4,1,714,0,3,0.32,1.34
O872,Standard,Delhivery,Bangalore,Hyderabad,3,4,1,836,1,2,0.38,2.06
O873,Same-Day,Ecom Express,Hyderabad,Chennai,1,2,1,922,1,2,0.34,1.6
O874,Standard,Ecom Express,Lucknow,Kolkata,3,3,0,1711,1,1,0.11,2.69
O875,Express,BlueDart,Mumbai,Lucknow,2,3,1,1050,1,1,0.32,1.48
O876,Express,Ecom Express,Mumbai,Delhi,1,1,0,879,1,2,0.25,1.96
O877,Express,BlueDart,Chennai,Chennai,3,3,0,895,1,2,0.13,2.32
O878,Standard,BlueDart,Hyderabad,Delhi,3,3,0,212,0,2,0.12,1.76
O879,Standard,BlueDart,Hyderabad,Lucknow,6,7,1,1916,1,1,0.35,1.27
O880,Express,Ecom Express,Bangalore,Delhi,3,3,0,1630,1,3,0.06,1.1
O881,Same-Day,Delhivery,Jaipur,Bangalore,0,4,4,1187,1,3,0.28,2.81
O882,Express,Ecom Express,Lucknow,Delhi,3,3,0,1925,1,3,0.14,1.34
O883,Standard,Ecom Express,Mumbai,Lucknow,5,5,0,1305,1,3,0.06,1.29
O884,Standard,BlueDart,Mumbai,Delhi,3,3,0,1684,1,2,0.05,1.66
O885,Standard,Delhivery,Jaipur,Chennai,5,6,1,1665,1,3,0.18,1.36
O886,Express,BlueDart,Mumbai,Chennai,2,2,0,1743,1,2,0.29,1.67
O887,Standard,Delhivery,Jaipur,Kolkata,4,5,1,1711,1,2,0.3,1.44
O888,Express,Ecom Express,Kolkata,Mumbai,3,4,1,1038,1,1,0.18,1.79
O889,Standard,BlueDart,Chennai,Jaipur,3,4,1,26,0,1,0.31,1.63
O890,Standard,Ecom Express,Mumbai,Kolkata,3,3,0,1180,1,1,0.12,1.12
O891,Standard,BlueDart,Hyderabad,Lucknow,4,4,0,825,1,2,0.24,1.28
O892,Standard,Ecom Express,Bangalore,Mumbai,6,6,0,1168,1,3,0.13,1.64
O893,Express,Delhivery,Lucknow,Bangalore,2,4,2,1368,1,3,0.2,1.69
O894,Express,Delhivery,Lucknow,Chennai,1,2,1,809,1,2,0.2,1.06
O895,Standard,BlueDart,Chennai,Chennai,6,10,4,844,1,1,0.35,2.37
O896,Express,BlueDart,Chennai,Chennai,3,3,0,1431,1,2,0.26,1.09
O897,Standard,BlueDart,Delhi,Kolkata,4,4,0,1375,1,2,0.15,1.84
O898,Standard,Delhivery,Bangalore,Jaipur,5,6,1,933,1,3,0.25,2.59
O899,Standard,Ecom Express,Lucknow,Chennai,3,3,0,1171,1,2,0.27,2.51
O900,Same-Day,BlueDart,Chennai,Hyderabad,1,2,1,1106,1,1,0.16,2.94
O901,Standard,Delhivery,Hyderabad,Bangalore,3,4,1,1556,1,2,0.39,2.18
O902,Standard,Delhivery,Hyderabad,Kolkata,6,6,0,425,0,2,0.12,1.95
O903,Standard,Ecom Express,Jaipur,Chennai,3,5,2,1280,1,1,0.2,1.26
O904,Express,Delhivery,Bangalore,Kolkata,1,1,0,1897,1,3,0.21,1.9
O905,Standard,Ecom Express,Hyderabad,Chennai,3,3,0,45,0,1,0.12,3.0
O906,Standard,Delhivery,Chennai,Bangalore,6,7,1,1468,1,3,0.39,1.06
O907,Standard,Delhivery,Delhi,Bangalore,5,8,3,1777,1,2,0.15,2.66
O908,Express,BlueDart,Mumbai,Mumbai,3,4,1,1701,1,3,0.25,1.1
O909,Standard,Ecom Express,Kolkata,Lucknow,6,8,2,1427,1,1,0.25,2.61
O910,Express,BlueDart,Bangalore,Hyderabad,2,4,2,1967,1,1,0.17,1.49
O911,Same-Day,BlueDart,Delhi,Hyderabad,1,1,0,447,0,1,0.07,1.41
O912,Standard,Ecom Express,Chennai,Hyderabad,3,3,0,1346,1,3,0.15,1.22
O913,Standard,Delhivery,Delhi,Delhi,3,3,0,975,1,1,0.24,1.59
O914,Express,Delhivery,Delhi,Hyderabad,1,1,0,1331,1,3,0.28,2.33
O915,Standard,BlueDart,Kolkata,Kolkata,6,9,3,1814,1,1,0.21,1.26
O916,Standard,BlueDart,Kolkata,Delhi,5,6,1,1479,1,3,0.29,1.22
O917,Standard,Delhivery,Jaipur,Chennai,3,3,0,659,0,3,0.27,2.99
O918,Express,Ecom Express,Jaipur,Lucknow,2,2,0,985,1,1,0.1,1.76
O919,Express,BlueDart,Mumbai,Bangalore,3,4,1,556,0,3,0.18,1.07
O920,Standard,Ecom Express,Hyderabad,Delhi,4,4,0,180,0,2,0.2,2.46
O921,Express,Delhivery,Mumbai,Mumbai,2,3,1,1111,1,1,0.29,2.06
O922,Express,BlueDart,Delhi,Delhi,3,6,3,1757,1,1,0.24,1.66
O923,Standard,Ecom Express,Jaipur,Bangalore,3,10,7,47,0,2,0.21,1.22
O924,Standard,Ecom Express,Delhi,Delhi,3,3,0,521,0,1,0.08,1.99
O925,Standard,BlueDart,Chennai,Delhi,6,7,1,1520,1,3,0.4,2.9
O926,Same-Day,Ecom Express,Chennai,Delhi,1,4,3,506,0,3,0.2,1.87
O927,Express,Ecom Express,Kolkata,Hyderabad,2,3,1,173,0,3,0.21,2.0
O928,Express,Delhivery,Chennai,Lucknow,1,6,5,1997,1,2,0.25,1.89
O929,Standard,Delhivery,Bangalore,Jaipur,5,5,0,1196,1,1,0.06,1.28
O930,Standard,BlueDart,Chennai,Kolkata,3,3,0,1415,1,1,0.09,2.78
O931,Standard,BlueDart,Hyderabad,Mumbai,3,4,1,1022,1,2,0.23,2.9
O932,Standard,Delhivery,Kolkata,Kolkata,3,3,0,22,0,1,0.19,2.37
O933,Express,Delhivery,Chennai,Delhi,2,8,6,1161,1,2,0.25,1.11
O934,Standard,Ecom Express,Jaipur,Bangalore,6,10,4,182,0,1,0.24,1.25
O935,Same-Day,Ecom Express,Chennai,Lucknow,1,1,0,28,0,2,0.15,1.09
O936,Same-Day,Delhivery,Mumbai,Lucknow,1,2,1,863,1,2,0.21,1.73
O937,Standard,Delhivery,Lucknow,Bangalore,6,7,1,1736,1,2,0.28,1.33
O938,Standard,BlueDart,Jaipur,Jaipur,6,7,1,1373,1,3,0.35,2.87
O939,Standard,BlueDart,Lucknow,Jaipur,4,5,1,570,0,3,0.36,1.54
O940,Express,BlueDart,Mumbai,Chennai,1,1,0,1361,1,3,0.13,2.13
O941,Express,Ecom Express,Delhi,Chennai,2,2,0,1667,1,1,0.09,1.67
O942,Standard,Ecom Express,Chennai,Delhi,4,4,0,735,0,2,0.21,1.18
O943,Express,Delhivery,Bangalore,Delhi,2,4,2,1590,1,3,0.26,1.61
O944,Same-Day,Ecom Express,Bangalore,Delhi,0,0,0,1487,1,2,0.15,2.73
O945,Standard,Delhivery,Chennai,Lucknow,3,3,0,94,0,1,0.25,1.37
O946,Standard,BlueDart,Delhi,Bangalore,3,3,0,641,0,1,0.23,2.28
O947,Same-Day,Ecom Express,Bangalore,Mumbai,0,0,0,339,0,1,0.07,1.55
O948,Standard,BlueDart,Jaipur,Mumbai,3,3,0,497,0,1,0.25,1.21
O949,Standard,Ecom Express,Chennai,Kolkata,5,6,1,1405,1,1,0.3,1.57
O950,Express,Delhivery,Mumbai,Lucknow,2,5,3,1891,1,1,0.27,1.33
O951,Standard,Delhivery,Lucknow,Kolkata,3,4,1,970,1,1,0.39,1.21
O952,Standard,Ecom Express,Jaipur,Chennai,3,3,0,1600,1,2,0.17,2.55
O953,Standard,Delhivery,Chennai,Delhi,4,4,0,87,0,3,0.05,2.45
O954,Standard,Delhivery,Hyderabad,Hyderabad,6,9,3,1780,1,2,0.39,1.32
O955,Standard,BlueDart,Lucknow,Chennai,6,6,0,1134,1,3,0.22,1.13
O956,Express,Ecom Express,Mumbai,Delhi,3,4,1,1538,1,2,0.37,2.65
O957,Standard,BlueDart,Delhi,Kolkata,3,3,0,450,0,2,0.26,2.41
O958,Express,Delhivery,Bangalore,Delhi,3,4,1,285,0,2,0.38,2.48
O959,Standard,BlueDart,Kolkata,Delhi,3,3,0,652,0,3,0.19,1.78
O960,Standard,Delhivery,Mumbai,Bangalore,4,5,1,1372,1,1,0.23,2.64
O961,Standard,BlueDart,Lucknow,Kolkata,6,6,0,1040,1,1,0.19,1.64
O962,Express,BlueDart,Lucknow,Delhi,2,2,0,1863,1,3,0.07,1.72
O963,Standard,BlueDart,Kolkata,Jaipur,6,7,1,334,0,2,0.26,1.93
O964,Express,Ecom Express,Lucknow,Kolkata,2,6,4,213,0,3,0.4,2.51
O965,Standard,BlueDart,Chennai,Jaipur,3,4,1,1001,1,1,0.36,2.01
O966,Standard,Ecom Express,Jaipur,Mumbai,6,6,0,107,0,1,0.27,1.37
O967,Express,Ecom Express,Hyderabad,Lucknow,2,2,0,858,1,1,0.17,1.14
O968,Standard,Delhivery,Kolkata,Lucknow,4,5,1,1493,1,3,0.18,2.79
O969,Same-Day,BlueDart,Hyderabad,Chennai,0,0,0,837,1,1,0.06,1.67
O970,Standard,Ecom Express,Jaipur,Jaipur,3,4,1,1412,1,3,0.17,2.81
O971,Standard,Delhivery,Lucknow,Chennai,3,4,1,648,0,3,0.3,1.93
O972,Standard,BlueDart,Delhi,Hyderabad,4,4,0,898,1,1,0.17,2.72
O973,Standard,Delhivery,Mumbai,Lucknow,3,3,0,1451,1,2,0.26,2.3
O974,Standard,Ecom Express,Kolkata,Kolkata,6,8,2,223,0,1,0.22,2.67
O975,Express,Delhivery,Hyderabad,Lucknow,1,1,0,772,0,3,0.26,1.36
O976,Standard,BlueDart,Mumbai,Mumbai,3,4,1,200,0,1,0.26,1.05
O977,Express,BlueDart,Bangalore,Bangalore,1,2,1,1656,1,1,0.22,1.4
O978,Standard,BlueDart,Delhi,Kolkata,4,4,0,524,0,3,0.12,1.89
O979,Standard,BlueDart,Bangalore,Delhi,4,6,2,1966,1,1,0.37,2.23
O980,Standard,Ecom Express,Delhi,Kolkata,5,6,1,227,0,2,0.2,2.72
O981,Express,Delhivery,Delhi,Kolkata,1,1,0,717,0,2,0.23,1.91
O982,Express,BlueDart,Chennai,Lucknow,2,3,1,1772,1,3,0.34,2.17
O983,Standard,Delhivery,Delhi,Bangalore,6,7,1,622,0,1,0.29,2.33
O984,Standard,Delhivery,Bangalore,Delhi,3,3,0,344,0,2,0.11,2.14
O985,Express,Delhivery,Kolkata,Kolkata,1,1,0,718,0,1,0.06,2.62
O986,Standard,BlueDart,Bangalore,Chennai,3,3,0,237,0,1,0.26,2.16
O987,Express,BlueDart,Hyderabad,Hyderabad,3,4,1,1609,1,2,0.38,2.18
O988,Standard,Delhivery,Chennai,Mumbai,5,6,1,1160,1,2,0.17,2.76
O989,Standard,Delhivery,Delhi,Mumbai,6,8,2,646,0,1,0.39,1.8
O990,Express,Ecom Express,Chennai,Mumbai,3,5,2,766,0,3,0.17,1.41
O991,Standard,BlueDart,Hyderabad,Hyderabad,4,4,0,375,0,3,0.15,2.89
O992,Express,Delhivery,Bangalore,Chennai,3,3,0,1752,1,3,0.16,1.9
O993,Standard,Delhivery,Mumbai,Mumbai,5,5,0,650,0,2,0.22,2.72
O994,Same-Day,Delhivery,Bangalore,Mumbai,1,1,0,434,0,3,0.26,1.97
O995,Standard,Delhivery,Hyderabad,Jaipur,6,6,0,1244,1,3,0.25,2.26
O996,Standard,Delhivery,Jaipur,Mumbai,4,4,0,1512,1,2,0.21,2.66
O997,Same-Day,BlueDart,Lucknow,Chennai,1,1,0,730,0,3,0.19,1.58
O998,Same-Day,BlueDart,Jaipur,Delhi,1,1,0,1510,1,3,0.25,1.27
O999,Same-Day,Ecom Express,Kolkata,Bangalore,1,2,1,992,1,3,0.24,2.57
O1000,Standard,Ecom Express,Jaipur,Lucknow,4,5,1,1785,1,1,0.34,2.98
O1001,Standard,Delhivery,Chennai,Chennai,5,7,2,1808,1,1,0.22,2.15
O1002,Standard,BlueDart,Bangalore,Kolkata,6,7,1,812,1,2,0.38,2.78
O1003,Standard,Delhivery,Hyderabad,Hyderabad,6,6,0,402,0,3,0.07,2.47
O1004,Standard,BlueDart,Mumbai,Mumbai,5,5,0,1567,1,1,0.29,1.44
O1005,Express,BlueDart,Jaipur,Bangalore,1,2,1,1913,1,1,0.38,2.5
O1006,Standard,Delhivery,Kolkata,Mumbai,6,7,1,581,0,1,0.27,1.4
O1007,Standard,Delhivery,Bangalore,Bangalore,4,5,1,1760,1,3,0.38,2.23
O1008,Standard,BlueDart,Mumbai,Chennai,5,5,0,286,0,3,0.1,1.36
O1009,Express,Ecom Express,Hyderabad,Lucknow,3,3,0,746,0,2,0.2,1.36
O1010,Same-Day,Delhivery,Lucknow,Chennai,1,2,1,676,0,3,0.3,1.38
O1011,Same-Day,Delhivery,Lucknow,Hyderabad,0,0,0,592,0,1,0.1,1.69
O1012,Standard,BlueDart,Chennai,Kolkata,6,8,2,1177,1,3,0.24,1.45
