order_id,customer_id,product_id,order_date,order_day_of_week,order_hour,quantity,product_price,discount_amount,discount_percentage,final_price,payment_method,is_cod,shipping_mode,courier_partner,warehouse_city,delivery_city,expected_delivery_days,actual_delivery_days,delivery_delay,distance_km,is_remote_area,delivery_attempts,courier_delay_rate,warehouse_processing_time,is_returned,return_reason,return_days_after_delivery,city,state,pincode,customer_tenure_days,total_orders,total_returns,overall_return_rate,avg_order_value,avg_days_between_orders,last_order_days_ago,preferred_category,frequent_return_flag,product_name,category,brand,price,price_band,product_return_rate,category_return_rate,avg_rating,rating_variance,size_variants_count,is_fragile
O548,C456,P2,2025-01-16,Thursday,14,1,1799,179.9,10,1619.1,COD,1,Same-Day,Ecom Express,Kolkata,Jaipur,0,1,1,174,0,1,0.35,2.5,0,NONE,0,Jaipur,Rajasthan,716225,699,28,2,0.07,3050,17.91657243884847,25,Electronics,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O549,C788,P6,2025-11-06,Thursday,20,2,3199,639.8,10,5758.2,COD,1,Same-Day,BlueDart,Chennai,Lucknow,1,1,0,645,0,2,0.09,2.09,0,NONE,0,Lucknow,Uttar Pradesh,680684,731,47,1,0.02,18174,19.30525583584204,31,Electronics,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O550,C618,P4,2025-03-17,Monday,5,1,24990,9496.2,38,15493.8,COD,1,Standard,BlueDart,Bangalore,Hyderabad,6,7,1,593,0,2,0.24,1.08,0,NONE,0,Hyderabad,Telangana,974329,376,26,6,0.23,16199,27.90407632933938,52,Apparel,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O551,C423,P5,2025-08-11,Monday,20,1,3499,0.0,0,3499.0,UPI,0,Standard,BlueDart,Mumbai,Chennai,3,3,0,10,0,2,0.23,1.55,0,NONE,0,Chennai,Tamil Nadu,268746,628,13,0,0.0,8856,5.141128400445504,30,Electronics,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O552,C54,P1,2025-03-18,Tuesday,10,3,11999,0.0,0,35997.0,Card,0,Express,BlueDart,Bangalore,Lucknow,1,2,1,850,1,2,0.23,1.34,0,NONE,0,Lucknow,Uttar Pradesh,546980,732,30,0,0.0,4037,17.256721353605634,59,Home Appliances,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O553,C291,P4,2025-10-23,Thursday,19,3,24990,0.0,0,74970.0,COD,1,Standard,Ecom Express,Lucknow,Lucknow,3,3,0,1285,1,3,0.14,3.0,0,NONE,0,Lucknow,Uttar Pradesh,486839,235,5,0,0.0,10054,19.095168520604673,20,Electronics,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O554,C549,P6,2025-11-16,Sunday,12,2,3199,2559.2,40,3838.8,COD,1,Standard,BlueDart,Mumbai,Mumbai,4,4,0,262,0,3,0.28,2.48,1,NO_LONGER_NEEDED,5,Mumbai,Maharashtra,644719,129,18,6,0.33,3816,23.129298320229722,35,Home Appliances,1,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O555,C507,P4,2025-11-17,Monday,22,1,24990,2748.9,11,22241.1,Card,0,Standard,Delhivery,Mumbai,Chennai,6,6,0,1025,1,2,0.12,1.31,0,NONE,0,Chennai,Tamil Nadu,762398,178,34,3,0.09,5991,21.014516317791703,60,Footwear,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O556,C754,P5,2025-02-03,Monday,13,1,3499,1049.7,30,2449.3,UPI,0,Express,BlueDart,Delhi,Mumbai,3,3,0,1393,1,1,0.11,1.84,1,SIZE_FIT_ISSUE,3,Mumbai,Maharashtra,881782,400,43,4,0.09,19540,17.01214763625983,28,Footwear,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O557,C959,P5,2025-07-08,Tuesday,14,1,3499,1399.6,40,2099.4,UPI,0,Standard,Delhivery,Jaipur,Jaipur,6,8,2,443,0,2,0.39,2.26,0,NONE,0,Jaipur,Rajasthan,519758,218,18,1,0.06,720,14.070428648943471,5,Footwear,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O558,C313,P4,2025-03-22,Saturday,23,1,24990,4998.0,20,19992.0,COD,1,Standard,Ecom Express,Kolkata,Chennai,5,5,0,1779,1,2,0.19,1.37,0,NONE,0,Chennai,Tamil Nadu,947935,513,8,0,0.0,17848,13.935822316788538,38,Electronics,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O559,C114,P6,2025-04-09,Wednesday,9,1,3199,63.98,2,3135.02,COD,1,Standard,Ecom Express,Bangalore,Mumbai,3,3,0,967,1,1,0.23,1.74,0,NONE,0,Mumbai,Maharashtra,793024,332,25,3,0.12,10543,16.147894077491316,46,Home Appliances,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O560,C164,P2,2025-10-12,Sunday,19,2,1799,1403.22,39,2194.78,Card,0,Standard,Ecom Express,Bangalore,Lucknow,4,5,1,1705,1,3,0.32,1.08,1,SIZE_FIT_ISSUE,1,Lucknow,Uttar Pradesh,992400,546,13,0,0.0,15836,11.820927037449811,52,Apparel,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O561,C422,P4,2025-05-30,Friday,8,1,24990,2499.0,10,22491.0,Card,0,Same-Day,Ecom Express,Kolkata,Mumbai,0,0,0,1991,1,3,0.08,2.46,0,NONE,0,Mumbai,Maharashtra,282237,782,16,1,0.06,17337,7.983845281824138,3,Home Appliances,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O562,C554,P6,2025-03-14,Friday,3,1,3199,0.0,0,3199.0,COD,1,Express,Ecom Express,Bangalore,Hyderabad,1,1,0,1461,1,3,0.29,1.48,0,NONE,0,Hyderabad,Telangana,902903,593,29,7,0.24,8825,14.000213623354542,29,Home Appliances,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O563,C137,P1,2025-02-16,Sunday,1,1,11999,959.92,8,11039.08,COD,1,Express,BlueDart,Bangalore,Hyderabad,2,2,0,448,0,3,0.07,1.17,0,NONE,0,Hyderabad,Telangana,228473,303,34,0,0.0,15232,11.19797206313864,7,Apparel,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O564,C158,P3,2025-11-10,Monday,17,1,39999,11999.7,30,27999.3,COD,1,Express,Ecom Express,Bangalore,Chennai,2,2,0,802,1,1,0.28,1.42,0,NONE,0,Chennai,Tamil Nadu,214532,660,13,0,0.0,19729,10.982051648657402,4,Electronics,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O565,C272,P1,2025-01-14,Tuesday,19,1,11999,0.0,0,11999.0,UPI,0,Standard,Ecom Express,Bangalore,Mumbai,3,3,0,690,0,1,0.22,1.67,0,NONE,0,Mumbai,Maharashtra,888996,156,13,1,0.08,19819,23.250228722399456,23,Home Appliances,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O566,C655,P5,2025-11-23,Sunday,0,3,3499,2204.37,21,8292.63,COD,1,Standard,Ecom Express,Hyderabad,Hyderabad,5,6,1,1690,1,2,0.24,2.58,1,SIZE_FIT_ISSUE,3,Hyderabad,Telangana,545405,649,16,2,0.12,743,19.448462519451407,55,Electronics,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O567,C102,P2,2025-01-30,Thursday,17,2,1799,0.0,0,3598.0,Card,0,Standard,BlueDart,Hyderabad,Mumbai,3,4,1,1788,1,1,0.25,1.95,0,NONE,0,Mumbai,Maharashtra,350021,459,8,1,0.12,15478,6.570178775276595,54,Home Appliances,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O568,C630,P2,2025-01-14,Tuesday,16,1,1799,539.7,30,1259.3,Card,0,Standard,Delhivery,Mumbai,Hyderabad,4,4,0,354,0,1,0.16,1.67,1,SIZE_FIT_ISSUE,7,Hyderabad,Telangana,310297,227,25,6,0.24,9890,11.916238466701618,21,Home Appliances,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O569,C639,P6,2025-02-09,Sunday,11,2,3199,0.0,0,6398.0,UPI,0,Standard,Ecom Express,Bangalore,Delhi,5,6,1,271,0,2,0.21,2.87,0,NONE,0,Delhi,Delhi,905245,386,23,5,0.22,19331,8.184850049754543,7,Home Appliances,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O570,C242,P4,2025-08-08,Friday,1,1,24990,0.0,0,24990.0,COD,1,Standard,Delhivery,Bangalore,Delhi,3,3,0,243,0,3,0.27,1.72,0,NONE,0,Delhi,Delhi,441819,231,28,7,0.25,15493,7.848874267629048,43,Home Appliances,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O571,C479,P3,2025-07-23,Wednesday,23,1,39999,399.99,1,39599.01,COD,1,Standard,Delhivery,Mumbai,Delhi,3,3,0,796,0,1,0.24,1.51,0,NONE,0,Delhi,Delhi,618382,479,45,8,0.18,850,10.042681070150365,43,Footwear,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O572,C884,P2,2025-06-24,Tuesday,13,1,1799,539.7,30,1259.3,COD,1,Express,Ecom Express,Delhi,Jaipur,3,3,0,1131,1,3,0.1,2.05,1,SIZE_FIT_ISSUE,5,Jaipur,Rajasthan,244697,851,19,7,0.37,14551,15.335235468674462,27,Home Appliances,1,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O573,C71,P4,2025-05-29,Thursday,14,1,24990,249.9,1,24740.1,COD,1,Standard,Delhivery,Kolkata,Delhi,3,3,0,500,0,2,0.11,2.73,0,NONE,0,Delhi,Delhi,403507,365,21,0,0.0,4431,5.193247664232798,48,Home Appliances,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O574,C453,P1,2025-10-09,Thursday,21,1,11999,5039.58,42,6959.42,COD,1,Standard,BlueDart,Lucknow,Lucknow,4,8,4,839,1,3,0.32,2.21,1,NO_LONGER_NEEDED,1,Lucknow,Uttar Pradesh,142383,254,27,12,0.44,16479,10.793747690107889,17,Footwear,1,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O575,C591,P1,2025-09-17,Wednesday,14,1,11999,0.0,0,11999.0,Card,0,Standard,BlueDart,Delhi,Hyderabad,5,5,0,590,0,2,0.24,2.41,0,NONE,0,Hyderabad,Telangana,169348,211,18,3,0.17,14894,26.678225065965083,32,Footwear,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O576,C930,P3,2025-11-16,Sunday,17,1,39999,12399.69,31,27599.31,COD,1,Express,Ecom Express,Lucknow,Mumbai,3,3,0,1177,1,1,0.27,1.59,1,DAMAGED_IN_TRANSIT,9,Mumbai,Maharashtra,782902,109,46,8,0.17,18150,5.773688013213161,54,Home Appliances,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O577,C494,P2,2025-07-07,Monday,16,1,1799,755.58,42,1043.42,COD,1,Same-Day,BlueDart,Hyderabad,Delhi,0,0,0,305,0,1,0.27,1.22,0,NONE,0,Delhi,Delhi,651273,848,8,3,0.38,14366,16.958001915301086,35,Apparel,1,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O578,C600,P5,2025-04-25,Friday,19,1,3499,349.9,10,3149.1,Card,0,Express,Ecom Express,Bangalore,Lucknow,2,2,0,832,1,3,0.17,1.8,0,NONE,0,Lucknow,Uttar Pradesh,480573,117,45,3,0.07,17664,22.68197796942431,47,Electronics,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O579,C242,P3,2025-03-02,Sunday,7,1,39999,11999.7,30,27999.3,Card,0,Express,Ecom Express,Hyderabad,Delhi,1,2,1,1319,1,2,0.32,2.2,1,DAMAGED_IN_TRANSIT,6,Delhi,Delhi,441819,231,28,7,0.25,15493,7.848874267629048,43,Home Appliances,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O580,C91,P4,2025-11-29,Saturday,11,3,24990,7497.0,10,67473.0,COD,1,Standard,BlueDart,Mumbai,Bangalore,3,5,2,1717,1,1,0.38,2.13,0,NONE,0,Bangalore,Karnataka,453123,814,47,13,0.28,4794,19.93116102679071,10,Electronics,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O581,C991,P3,2025-08-11,Monday,21,1,39999,3999.9,10,35999.1,COD,1,Standard,BlueDart,Mumbai,Delhi,6,6,0,1214,1,3,0.15,1.76,0,NONE,0,Delhi,Delhi,424803,472,18,0,0.0,16057,8.96953124622059,37,Footwear,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O582,C810,P3,2025-07-28,Monday,4,1,39999,4399.89,11,35599.11,UPI,0,Standard,Delhivery,Kolkata,Mumbai,3,5,2,1155,1,3,0.23,2.85,1,DAMAGED_IN_TRANSIT,2,Mumbai,Maharashtra,796482,878,38,12,0.32,19519,28.74186250848991,60,Footwear,1,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O583,C377,P1,2025-05-09,Friday,8,1,11999,2519.79,21,9479.21,COD,1,Standard,Ecom Express,Bangalore,Delhi,6,7,1,1113,1,1,0.36,1.33,1,SIZE_FIT_ISSUE,4,Delhi,Delhi,613989,397,26,10,0.38,6674,9.12208772228739,59,Home Appliances,1,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O584,C151,P5,2025-01-01,Wednesday,16,1,3499,1049.7,30,2449.3,COD,1,Standard,Delhivery,Mumbai,Mumbai,6,10,4,1863,1,1,0.32,2.63,1,SIZE_FIT_ISSUE,6,Mumbai,Maharashtra,119857,481,17,4,0.24,10779,15.46950745422975,27,Electronics,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O585,C375,P6,2025-01-14,Tuesday,20,1,3199,0.0,0,3199.0,COD,1,Standard,Ecom Express,Mumbai,Hyderabad,6,7,1,1085,1,3,0.23,1.91,0,NONE,0,Hyderabad,Telangana,827213,382,19,0,0.0,10726,8.22327001070757,25,Footwear,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O586,C422,P2,2025-04-01,Tuesday,1,1,1799,755.58,42,1043.42,COD,1,Standard,Ecom Express,Kolkata,Mumbai,4,5,1,1790,1,1,0.31,1.54,1,WRONG_ITEM,8,Mumbai,Maharashtra,282237,782,16,1,0.06,17337,7.983845281824138,3,Home Appliances,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O587,C72,P2,2025-08-14,Thursday,23,1,1799,359.8,20,1439.2,COD,1,Same-Day,BlueDart,Jaipur,Jaipur,1,1,0,337,0,3,0.08,1.27,0,NONE,0,Jaipur,Rajasthan,837852,265,39,2,0.05,16892,18.96808919186782,43,Footwear,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O588,C18,P5,2025-01-10,Friday,1,1,3499,69.98,2,3429.02,UPI,0,Standard,Delhivery,Mumbai,Lucknow,6,6,0,1489,1,2,0.06,2.87,0,NONE,0,Lucknow,Uttar Pradesh,607868,383,39,0,0.0,11393,18.797935426770273,35,Home Appliances,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O589,C115,P2,2025-12-12,Friday,10,1,1799,35.98,2,1763.02,COD,1,Standard,BlueDart,Delhi,Lucknow,4,4,0,411,0,1,0.14,2.92,0,NONE,0,Lucknow,Uttar Pradesh,568849,73,27,5,0.19,12052,20.37128705496911,28,Footwear,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O590,C549,P3,2025-02-25,Tuesday,21,1,39999,0.0,0,39999.0,Card,0,Standard,Delhivery,Mumbai,Mumbai,6,6,0,26,0,3,0.09,1.76,0,NONE,0,Mumbai,Maharashtra,644719,129,18,6,0.33,3816,23.129298320229722,35,Home Appliances,1,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O591,C980,P1,2025-04-23,Wednesday,12,1,11999,1079.91,9,10919.09,COD,1,Standard,Delhivery,Hyderabad,Hyderabad,5,6,1,276,0,1,0.26,2.78,0,NONE,0,Hyderabad,Telangana,345076,558,35,5,0.14,19734,24.649366206045308,49,Home Appliances,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O592,C836,P5,2025-10-07,Tuesday,4,1,3499,699.8,20,2799.2,COD,1,Same-Day,BlueDart,Chennai,Delhi,0,0,0,1491,1,3,0.06,2.63,0,NONE,0,Delhi,Delhi,432731,757,10,2,0.2,17880,15.823241461402871,17,Apparel,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O593,C455,P4,2025-08-09,Saturday,15,1,24990,0.0,0,24990.0,COD,1,Standard,Ecom Express,Mumbai,Kolkata,4,5,1,930,1,1,0.38,2.48,0,NONE,0,Kolkata,West Bengal,837920,563,11,0,0.0,9461,25.871806655434835,17,Electronics,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O594,C732,P2,2025-09-13,Saturday,3,2,1799,323.82,9,3274.18,UPI,0,Standard,Ecom Express,Hyderabad,Delhi,4,8,4,158,0,2,0.28,2.95,1,CHANGED_MIND,3,Delhi,Delhi,463541,460,35,7,0.2,15044,23.442731098213127,2,Footwear,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O595,C484,P1,2025-10-21,Tuesday,17,1,11999,3479.71,29,8519.29,UPI,0,Standard,Delhivery,Mumbai,Jaipur,6,7,1,483,0,3,0.19,2.36,0,NONE,0,Jaipur,Rajasthan,211636,602,37,3,0.08,2871,17.57922915634733,22,Apparel,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O596,C218,P6,2025-06-13,Friday,17,1,3199,639.8,20,2559.2,UPI,0,Express,Ecom Express,Jaipur,Bangalore,1,2,1,1177,1,2,0.32,2.99,1,DAMAGED_IN_TRANSIT,8,Bangalore,Karnataka,566339,398,24,1,0.04,9339,7.555785352831147,6,Electronics,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O597,C197,P2,2025-09-02,Tuesday,11,1,1799,539.7,30,1259.3,COD,1,Express,Delhivery,Jaipur,Bangalore,2,4,2,488,0,3,0.19,2.32,1,NO_LONGER_NEEDED,3,Bangalore,Karnataka,680189,628,21,4,0.19,19477,23.00029844373056,19,Electronics,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O598,C795,P1,2025-04-03,Thursday,21,1,11999,2399.8,20,9599.2,UPI,0,Standard,BlueDart,Bangalore,Kolkata,5,5,0,1385,1,2,0.18,1.89,0,NONE,0,Kolkata,West Bengal,202472,857,41,6,0.15,16502,7.501417080101362,44,Electronics,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O599,C350,P3,2025-02-23,Sunday,5,1,39999,12799.68,32,27199.32,COD,1,Express,Delhivery,Delhi,Jaipur,3,3,0,312,0,2,0.19,2.94,0,NONE,0,Jaipur,Rajasthan,896386,558,36,3,0.08,12752,25.525434809961506,33,Electronics,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O600,C934,P5,2025-11-01,Saturday,17,1,3499,1364.61,39,2134.39,COD,1,Standard,Delhivery,Delhi,Lucknow,5,5,0,486,0,1,0.27,1.08,0,NONE,0,Lucknow,Uttar Pradesh,138583,317,28,2,0.07,16649,27.612689752885643,46,Electronics,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O601,C80,P5,2025-06-19,Thursday,16,1,3499,1364.61,39,2134.39,COD,1,Express,BlueDart,Delhi,Kolkata,3,3,0,1499,1,2,0.27,1.68,1,SIZE_FIT_ISSUE,10,Kolkata,West Bengal,561124,99,14,4,0.29,15865,16.05520159590712,20,Footwear,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O602,C398,P2,2025-09-20,Saturday,1,1,1799,17.99,1,1781.01,COD,1,Standard,Ecom Express,Lucknow,Bangalore,3,6,3,585,0,1,0.24,1.36,0,NONE,0,Bangalore,Karnataka,774652,190,5,0,0.0,17066,26.221139369400017,55,Home Appliances,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O603,C208,P3,2025-10-06,Monday,19,1,39999,11999.7,30,27999.3,UPI,0,Standard,BlueDart,Chennai,Lucknow,6,6,0,406,0,2,0.25,2.93,0,NONE,0,Lucknow,Uttar Pradesh,767678,39,8,0,0.0,6115,7.067153062645044,55,Home Appliances,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O604,C860,P4,2025-02-02,Sunday,19,1,24990,7996.8,32,16993.2,UPI,0,Same-Day,Ecom Express,Jaipur,Chennai,1,2,1,1255,1,3,0.27,2.69,0,NONE,0,Chennai,Tamil Nadu,949352,221,26,5,0.19,7416,9.627184770669885,48,Footwear,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O605,C296,P4,2025-03-08,Saturday,21,1,24990,2499.0,10,22491.0,UPI,0,Express,Ecom Express,Hyderabad,Kolkata,2,9,7,1540,1,2,0.16,1.54,1,CHANGED_MIND,1,Kolkata,West Bengal,884229,116,34,16,0.47,19530,7.389425133434639,9,Home Appliances,1,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O606,C624,P3,2025-12-06,Saturday,1,1,39999,7199.82,18,32799.18,UPI,0,Standard,Delhivery,Mumbai,Mumbai,6,6,0,785,0,1,0.12,2.08,0,NONE,0,Mumbai,Maharashtra,349185,410,36,1,0.03,15308,25.7364367229355,20,Electronics,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O607,C239,P1,2025-06-25,Wednesday,6,1,11999,2279.81,19,9719.19,COD,1,Standard,Delhivery,Kolkata,Delhi,5,5,0,378,0,3,0.12,2.28,0,NONE,0,Delhi,Delhi,687044,466,26,3,0.12,15640,10.796388685285258,26,Electronics,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O608,C727,P1,2025-11-21,Friday,17,1,11999,4679.61,39,7319.39,COD,1,Same-Day,Ecom Express,Mumbai,Hyderabad,1,2,1,1621,1,2,0.25,1.52,1,WRONG_ITEM,6,Hyderabad,Telangana,469844,303,25,5,0.2,17000,22.005668473044246,18,Apparel,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O609,C360,P1,2025-04-06,Sunday,5,1,11999,2279.81,19,9719.19,COD,1,Standard,BlueDart,Hyderabad,Bangalore,6,7,1,369,0,3,0.21,2.06,1,SIZE_FIT_ISSUE,6,Bangalore,Karnataka,794530,893,37,12,0.32,12762,19.03642793136502,39,Footwear,1,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O610,C903,P3,2025-02-22,Saturday,15,2,39999,0.0,0,79998.0,COD,1,Express,Ecom Express,Chennai,Chennai,3,3,0,1460,1,2,0.29,2.12,0,NONE,0,Chennai,Tamil Nadu,417991,331,28,2,0.07,16422,5.699444635064098,10,Electronics,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O611,C77,P1,2025-01-09,Thursday,3,1,11999,3359.72,28,8639.28,COD,1,Standard,Ecom Express,Mumbai,Mumbai,5,6,1,1694,1,1,0.38,2.2,1,SIZE_FIT_ISSUE,3,Mumbai,Maharashtra,634723,228,38,2,0.05,11948,13.777493373934012,53,Electronics,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O612,C967,P1,2025-01-25,Saturday,9,1,11999,2399.8,20,9599.2,COD,1,Standard,Delhivery,Kolkata,Kolkata,4,5,1,556,0,2,0.26,1.65,1,SIZE_FIT_ISSUE,6,Kolkata,West Bengal,155846,674,20,3,0.15,9677,26.821287297915394,55,Home Appliances,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O613,C677,P3,2025-04-14,Monday,16,1,39999,3999.9,10,35999.1,UPI,0,Standard,Delhivery,Hyderabad,Mumbai,5,5,0,1273,1,2,0.16,1.63,0,NONE,0,Mumbai,Maharashtra,293213,289,49,2,0.04,10152,16.673889432191444,60,Apparel,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O614,C77,P6,2025-01-09,Thursday,1,1,3199,575.82,18,2623.18,UPI,0,Standard,BlueDart,Delhi,Mumbai,4,6,2,1432,1,2,0.25,2.06,1,NO_LONGER_NEEDED,2,Mumbai,Maharashtra,634723,228,38,2,0.05,11948,13.777493373934012,53,Electronics,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O615,C817,P3,2025-12-23,Tuesday,0,3,39999,37199.07,31,82797.93,COD,1,Express,BlueDart,Kolkata,Jaipur,3,3,0,128,0,1,0.11,2.03,0,NONE,0,Jaipur,Rajasthan,415504,122,21,1,0.05,8215,12.435572559085951,56,Electronics,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O616,C732,P6,2025-10-13,Monday,13,1,3199,575.82,18,2623.18,COD,1,Standard,BlueDart,Bangalore,Delhi,6,7,1,338,0,2,0.37,2.17,0,NONE,0,Delhi,Delhi,463541,460,35,7,0.2,15044,23.442731098213127,2,Footwear,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
